[Connect DataFile][1.1]
Date:;19.02.2026
Time:;16:09:11,170
Unit:;C
Resolution:;0,0125
Values:;7
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;2.0 mm;1.5 mm;1.0 mm;
00:00:28,012;56,8;56,8;35,7;66,7;66,7;60,8;52,7;
00:00:28,025;56,5;56,5;35,6;67,2;67,2;60,5;52,2;
00:00:28,037;56,9;56,9;35,3;67,2;67,2;60,5;52,4;
00:00:28,050;56,5;56,5;35,3;67,1;67,1;60,8;52,4;
00:00:28,062;56,9;56,9;35,2;67,3;67,3;60,7;52,3;
00:00:28,075;56,5;56,5;35,3;66,8;66,8;60,6;52,4;
00:00:28,087;56,6;56,6;35,5;67,1;67,1;60,2;52,6;
00:00:28,100;56,6;56,6;35,1;67,0;67,0;60,4;52,4;
00:00:28,112;56,8;56,8;35,3;66,8;66,8;60,5;52,4;
00:00:28,125;56,6;56,6;35,6;67,1;67,1;60,4;52,5;
00:00:28,137;56,8;56,8;35,3;66,6;66,6;60,6;52,2;
00:00:28,150;56,5;56,5;35,3;67,0;67,0;60,4;52,2;
00:00:28,162;57,0;57,0;35,3;66,8;66,8;60,5;52,3;
00:00:28,175;56,4;56,4;35,5;67,1;67,1;60,4;52,5;
00:00:28,187;56,6;56,6;35,3;67,2;67,2;60,1;52,5;
00:00:28,200;56,8;56,8;35,2;66,9;66,9;60,6;52,6;
00:00:28,212;56,4;56,4;35,3;67,0;67,0;60,5;52,5;
00:00:28,225;56,5;56,5;35,4;66,7;66,7;60,9;52,7;
00:00:28,237;56,6;56,6;35,3;66,8;66,8;60,6;52,3;
00:00:28,250;56,5;56,5;35,5;66,8;66,8;60,4;52,4;
00:00:28,262;56,9;56,9;35,2;67,3;67,3;60,6;52,5;
00:00:28,275;56,5;56,5;35,2;67,1;67,1;60,7;52,5;
00:00:28,287;56,6;56,6;35,2;67,0;67,0;60,6;52,5;
00:00:28,300;56,6;56,6;35,3;66,9;66,9;60,5;52,3;
00:00:28,312;56,9;56,9;35,3;67,2;67,2;60,6;52,0;
00:00:28,325;56,7;56,7;35,1;66,7;66,7;60,6;52,1;
00:00:28,337;56,6;56,6;35,4;67,0;67,0;60,2;52,3;
00:00:28,350;56,4;56,4;35,3;66,9;66,9;60,6;52,2;
00:00:28,362;56,8;56,8;35,5;66,6;66,6;60,7;52,2;
00:00:28,375;56,8;56,8;35,3;66,9;66,9;60,4;52,3;
00:00:28,387;56,5;56,5;35,1;66,8;66,8;60,6;52,0;
00:00:28,400;56,5;56,5;35,1;66,9;66,9;60,7;52,2;
00:00:28,412;56,7;56,7;35,3;67,1;67,1;60,6;52,5;
00:00:28,425;56,5;56,5;35,3;67,1;67,1;60,5;52,3;
00:00:28,437;56,6;56,6;35,3;66,8;66,8;60,5;52,3;
00:00:28,450;56,8;56,8;35,3;67,4;67,4;60,5;52,3;
00:00:28,462;57,1;57,1;35,4;66,9;66,9;60,5;52,4;
00:00:28,475;56,5;56,5;35,3;66,6;66,6;60,7;52,4;
00:00:28,487;56,3;56,3;35,1;67,0;67,0;60,4;52,4;
00:00:28,500;56,6;56,6;35,3;66,6;66,6;60,6;52,4;
00:00:28,512;56,7;56,7;35,5;67,2;67,2;60,3;52,6;
00:00:28,525;56,6;56,6;35,3;66,7;66,7;60,5;52,3;
00:00:28,537;56,5;56,5;35,3;66,9;66,9;60,7;52,2;
00:00:28,550;56,9;56,9;35,2;67,1;67,1;60,5;52,3;
00:00:28,562;56,6;56,6;35,2;67,3;67,3;60,4;52,4;
00:00:28,575;56,7;56,7;35,1;66,9;66,9;60,5;52,3;
00:00:28,587;56,5;56,5;35,3;67,0;67,0;60,2;52,0;
00:00:28,600;56,7;56,7;35,3;67,3;67,3;60,4;52,4;
00:00:28,612;56,6;56,6;35,3;67,0;67,0;60,7;52,4;
00:00:28,625;56,4;56,4;35,3;66,4;66,4;60,4;52,4;
00:00:28,637;56,8;56,8;35,3;66,9;66,9;60,7;52,2;
00:00:28,650;56,5;56,5;35,2;66,8;66,8;60,4;52,4;
00:00:28,662;56,5;56,5;35,2;66,9;66,9;60,2;52,5;
00:00:28,675;56,5;56,5;35,1;66,6;66,6;60,5;52,3;
00:00:28,687;56,7;56,7;35,2;66,8;66,8;60,8;52,7;
00:00:28,700;56,6;56,6;35,2;67,0;67,0;60,5;52,2;
00:00:28,712;56,5;56,5;35,3;66,6;66,6;60,5;52,3;
00:00:28,725;56,6;56,6;35,1;66,6;66,6;60,3;52,5;
00:00:28,737;56,4;56,4;35,2;67,1;67,1;60,8;52,2;
00:00:28,750;56,3;56,3;35,3;67,0;67,0;60,5;52,2;
00:00:28,762;56,7;56,7;35,1;67,1;67,1;60,2;52,5;
00:00:28,775;57,1;57,1;35,2;67,0;67,0;60,5;52,3;
00:00:28,787;56,4;56,4;35,1;66,5;66,5;60,3;52,2;
00:00:28,800;56,6;56,6;35,2;66,8;66,8;60,7;52,5;
00:00:28,812;56,8;56,8;35,3;66,9;66,9;60,4;52,7;
00:00:28,825;56,5;56,5;35,3;66,8;66,8;60,5;52,7;
00:00:28,837;56,6;56,6;35,3;67,2;67,2;60,7;52,4;
00:00:28,850;56,5;56,5;35,3;66,6;66,6;60,5;52,8;
00:00:28,862;56,5;56,5;35,1;67,1;67,1;60,6;52,4;
00:00:28,875;56,5;56,5;35,1;67,2;67,2;60,6;52,4;
00:00:28,887;56,6;56,6;35,1;67,1;67,1;60,9;52,5;
00:00:28,900;56,8;56,8;35,2;66,8;66,8;60,9;52,6;
00:00:28,912;56,8;56,8;35,3;67,2;67,2;60,7;52,1;
00:00:28,925;56,8;56,8;35,1;66,9;66,9;60,8;52,6;
00:00:28,937;56,7;56,7;35,3;67,2;67,2;60,4;52,5;
00:00:28,950;56,4;56,4;35,3;67,0;67,0;60,5;52,5;
00:00:28,962;56,9;56,9;35,6;66,9;66,9;60,5;52,6;
00:00:28,975;56,4;56,4;35,3;66,9;66,9;60,7;52,7;
00:00:28,987;56,8;56,8;35,3;66,9;66,9;60,7;52,5;
00:00:29,000;56,6;56,6;35,3;67,0;67,0;60,5;52,4;
00:00:29,012;56,8;56,8;35,3;66,8;66,8;60,6;52,8;
00:00:29,025;56,8;56,8;35,5;67,1;67,1;60,8;52,4;
00:00:29,037;56,7;56,7;35,3;67,1;67,1;60,4;52,7;
00:00:29,050;56,6;56,6;35,3;67,1;67,1;60,2;52,7;
00:00:29,062;56,8;56,8;35,2;66,9;66,9;60,4;52,8;
00:00:29,075;56,5;56,5;35,2;67,1;67,1;60,1;52,5;
00:00:29,087;56,9;56,9;35,2;66,8;66,8;60,3;52,5;
00:00:29,100;56,6;56,6;35,3;67,2;67,2;60,6;52,6;
00:00:29,112;56,6;56,6;35,2;67,0;67,0;60,1;52,6;
00:00:29,125;56,8;56,8;35,4;67,1;67,1;60,6;52,3;
00:00:29,137;56,8;56,8;35,2;66,7;66,7;60,9;52,3;
00:00:29,150;57,1;57,1;35,5;66,7;66,7;60,2;52,7;
00:00:29,162;56,8;56,8;35,2;66,7;66,7;60,4;52,9;
00:00:29,175;56,6;56,6;35,0;67,2;67,2;60,7;52,5;
00:00:29,187;56,7;56,7;35,3;67,0;67,0;60,7;52,2;
00:00:29,200;56,4;56,4;35,1;66,8;66,8;60,2;52,3;
00:00:29,212;56,5;56,5;35,4;67,0;67,0;60,3;52,5;
00:00:29,225;56,6;56,6;35,2;67,0;67,0;60,2;52,5;
00:00:29,237;56,7;56,7;35,1;67,1;67,1;60,6;52,5;
00:00:29,250;56,6;56,6;35,1;66,8;66,8;60,1;52,3;
00:00:29,262;56,7;56,7;35,1;66,9;66,9;60,4;52,5;
00:00:29,275;56,6;56,6;35,4;66,9;66,9;60,6;52,3;
00:00:29,287;56,6;56,6;35,2;67,0;67,0;60,2;52,5;
00:00:29,300;56,6;56,6;35,3;67,0;67,0;60,8;52,5;
00:00:29,312;56,7;56,7;35,1;66,8;66,8;60,5;52,2;
00:00:29,325;56,6;56,6;35,1;66,8;66,8;60,7;52,5;
00:00:29,337;56,6;56,6;35,1;67,0;67,0;60,6;52,5;
00:00:29,350;56,6;56,6;35,1;67,1;67,1;60,6;52,5;
00:00:29,362;56,7;56,7;35,3;66,9;66,9;60,5;52,4;
00:00:29,375;57,1;57,1;35,1;66,9;66,9;60,5;52,3;
00:00:29,387;56,7;56,7;35,2;67,2;67,2;60,3;52,4;
00:00:29,400;56,6;56,6;35,1;67,1;67,1;60,6;52,8;
00:00:29,412;56,4;56,4;35,0;66,9;66,9;60,5;52,3;
00:00:29,425;56,9;56,9;35,1;66,9;66,9;60,1;52,4;
00:00:29,437;56,6;56,6;35,2;66,9;66,9;60,5;52,4;
00:00:29,450;56,6;56,6;35,1;66,8;66,8;60,4;52,4;
00:00:29,462;56,6;56,6;35,3;66,8;66,8;60,4;52,5;
00:00:29,475;57,0;57,0;35,1;66,9;66,9;60,3;52,7;
00:00:29,487;56,9;56,9;35,1;66,9;66,9;60,5;52,2;
00:00:29,500;56,3;56,3;35,1;67,0;67,0;60,2;52,7;
00:00:29,512;56,8;56,8;35,3;67,0;67,0;60,5;52,4;
00:00:29,525;56,4;56,4;35,2;67,0;67,0;60,3;52,4;
00:00:29,537;56,6;56,6;35,0;66,7;66,7;60,6;52,3;
00:00:29,550;56,8;56,8;35,3;67,2;67,2;60,5;52,5;
00:00:29,562;56,8;56,8;35,5;67,1;67,1;60,5;52,4;
00:00:29,575;56,9;56,9;35,1;67,0;67,0;60,5;52,4;
00:00:29,587;56,7;56,7;35,1;67,1;67,1;60,6;52,6;
00:00:29,600;56,6;56,6;35,3;67,1;67,1;60,5;52,4;
00:00:29,612;56,8;56,8;35,0;67,0;67,0;60,6;52,4;
00:00:29,625;56,8;56,8;35,3;66,7;66,7;60,5;52,4;
00:00:29,637;56,9;56,9;35,1;66,9;66,9;60,6;52,3;
00:00:29,650;56,5;56,5;35,1;66,9;66,9;60,5;52,3;
00:00:29,662;56,4;56,4;35,2;67,0;67,0;60,5;52,2;
00:00:29,675;56,6;56,6;35,1;67,0;67,0;60,2;52,7;
00:00:29,687;56,4;56,4;35,3;67,0;67,0;60,5;52,5;
00:00:29,700;56,6;56,6;35,2;67,1;67,1;60,5;52,8;
00:00:29,712;56,5;56,5;35,1;66,8;66,8;60,7;52,5;
00:00:29,725;56,5;56,5;35,2;67,2;67,2;60,5;52,4;
00:00:29,737;56,8;56,8;35,2;67,1;67,1;60,3;52,1;
00:00:29,750;56,8;56,8;35,2;67,1;67,1;60,4;52,3;
00:00:29,762;56,6;56,6;35,2;67,2;67,2;60,2;52,7;
00:00:29,775;56,6;56,6;35,2;66,9;66,9;60,4;52,6;
00:00:29,787;57,0;57,0;35,3;66,8;66,8;60,4;52,3;
00:00:29,800;56,6;56,6;35,2;66,9;66,9;60,7;52,4;
00:00:29,812;56,6;56,6;35,3;67,1;67,1;60,4;52,5;
00:00:29,825;56,6;56,6;35,1;66,9;66,9;60,6;52,3;
00:00:29,837;56,6;56,6;35,1;67,1;67,1;60,7;52,6;
00:00:29,850;56,4;56,4;35,1;66,8;66,8;60,6;52,4;
00:00:29,862;56,7;56,7;35,2;66,7;66,7;60,6;52,8;
00:00:29,875;56,6;56,6;35,1;66,6;66,6;60,3;52,8;
00:00:29,887;56,4;56,4;35,2;67,0;67,0;60,5;52,6;
00:00:29,900;56,7;56,7;35,1;67,2;67,2;60,5;52,4;
00:00:29,912;56,4;56,4;35,1;66,8;66,8;60,4;52,4;
00:00:29,925;56,6;56,6;35,3;66,8;66,8;60,4;52,6;
00:00:29,937;56,4;56,4;35,3;66,9;66,9;60,6;52,3;
00:00:29,950;56,8;56,8;35,2;67,3;67,3;60,4;52,5;
00:00:29,962;56,6;56,6;35,3;67,1;67,1;60,5;52,3;
00:00:29,975;56,6;56,6;35,2;66,9;66,9;60,7;52,3;
00:00:29,987;56,8;56,8;35,3;67,1;67,1;60,6;52,4;
00:00:30,000;56,7;56,7;35,0;66,9;66,9;60,6;52,5;
00:00:30,012;56,4;56,4;35,1;67,2;67,2;61,0;52,5;
00:00:30,025;56,4;56,4;35,3;66,8;66,8;60,2;52,2;
00:00:30,037;56,2;56,2;35,3;66,8;66,8;60,4;52,3;
00:00:30,050;56,6;56,6;35,1;67,0;67,0;60,6;52,5;
00:00:30,062;56,9;56,9;35,5;66,9;66,9;60,6;52,2;
00:00:30,075;56,5;56,5;34,9;67,2;67,2;60,7;52,5;
00:00:30,087;56,9;56,9;35,1;67,0;67,0;60,7;52,3;
00:00:30,100;56,6;56,6;35,1;67,0;67,0;60,2;52,6;
00:00:30,112;56,5;56,5;35,3;66,8;66,8;60,6;52,2;
00:00:30,125;56,3;56,3;34,9;66,7;66,7;60,5;52,3;
00:00:30,137;56,6;56,6;35,1;67,2;67,2;60,9;52,4;
00:00:30,150;56,8;56,8;35,0;67,3;67,3;60,6;52,3;
00:00:30,162;56,3;56,3;35,1;66,9;66,9;60,8;52,8;
00:00:30,175;56,4;56,4;35,3;67,1;67,1;60,5;52,6;
00:00:30,187;56,5;56,5;35,3;67,0;67,0;60,6;52,2;
00:00:30,200;56,8;56,8;35,2;66,8;66,8;60,7;52,5;
00:00:30,212;56,6;56,6;35,2;66,8;66,8;60,6;52,5;
00:00:30,225;56,9;56,9;35,3;67,0;67,0;60,7;52,4;
00:00:30,237;56,9;56,9;35,3;66,8;66,8;60,4;52,4;
00:00:30,250;56,6;56,6;35,1;66,9;66,9;60,4;52,2;
00:00:30,262;56,5;56,5;35,1;66,6;66,6;60,7;52,2;
00:00:30,275;56,6;56,6;34,9;67,0;67,0;60,5;52,4;
00:00:30,287;56,4;56,4;35,1;66,7;66,7;60,6;52,5;
00:00:30,300;56,6;56,6;35,0;66,9;66,9;60,5;52,5;
00:00:30,312;56,5;56,5;34,9;66,9;66,9;60,4;52,3;
00:00:30,325;56,7;56,7;35,0;67,0;67,0;60,7;52,5;
00:00:30,337;56,6;56,6;35,1;67,2;67,2;60,1;52,7;
00:00:30,350;56,6;56,6;35,2;67,0;67,0;60,6;52,4;
00:00:30,362;56,6;56,6;35,1;66,8;66,8;60,4;52,2;
00:00:30,375;56,4;56,4;35,3;66,6;66,6;60,6;52,3;
00:00:30,387;56,7;56,7;34,9;66,8;66,8;60,6;52,6;
00:00:30,400;56,9;56,9;35,1;66,9;66,9;60,6;52,4;
00:00:30,412;56,6;56,6;35,2;66,8;66,8;60,6;52,2;
00:00:30,425;56,5;56,5;35,1;66,9;66,9;60,6;52,5;
00:00:30,437;56,8;56,8;34,9;66,9;66,9;60,4;52,4;
00:00:30,450;56,9;56,9;35,0;66,9;66,9;60,7;52,2;
00:00:30,462;56,4;56,4;35,2;66,7;66,7;60,7;52,2;
00:00:30,475;56,3;56,3;35,1;67,0;67,0;60,4;52,3;
00:00:30,487;56,6;56,6;35,1;66,9;66,9;61,0;52,5;
00:00:30,500;56,4;56,4;34,9;66,7;66,7;60,2;52,5;
00:00:30,512;56,5;56,5;35,0;66,5;66,5;61,0;52,2;
00:00:30,525;56,4;56,4;35,1;66,7;66,7;60,6;52,3;
00:00:30,537;56,8;56,8;35,1;66,7;66,7;60,6;52,4;
00:00:30,550;56,8;56,8;35,1;67,0;67,0;61,0;52,6;
00:00:30,562;56,7;56,7;35,0;66,9;66,9;60,7;52,3;
00:00:30,575;56,4;56,4;35,3;67,2;67,2;60,3;52,7;
00:00:30,587;56,7;56,7;35,0;66,9;66,9;60,6;52,3;
00:00:30,600;56,3;56,3;35,0;66,8;66,8;60,8;52,4;
00:00:30,612;56,9;56,9;35,1;67,0;67,0;60,5;52,4;
00:00:30,625;56,8;56,8;35,0;67,0;67,0;61,0;52,3;
00:00:30,637;56,8;56,8;35,2;67,0;67,0;60,3;52,7;
00:00:30,650;56,4;56,4;35,3;66,9;66,9;60,5;52,5;
00:00:30,662;56,9;56,9;35,1;67,0;67,0;60,5;52,4;
00:00:30,675;56,5;56,5;34,9;67,1;67,1;61,0;52,7;
00:00:30,687;56,5;56,5;35,3;66,9;66,9;60,5;52,3;
00:00:30,700;56,2;56,2;35,3;66,8;66,8;60,6;52,5;
00:00:30,712;56,8;56,8;35,3;66,8;66,8;60,8;52,5;
00:00:30,725;56,9;56,9;35,1;67,0;67,0;60,5;52,5;
00:00:30,737;56,6;56,6;35,4;67,0;67,0;60,6;52,3;
00:00:30,750;57,1;57,1;35,1;67,1;67,1;60,7;52,4;
00:00:30,762;56,8;56,8;35,5;66,8;66,8;60,7;52,2;
00:00:30,775;56,6;56,6;35,0;67,0;67,0;60,6;52,5;
00:00:30,787;56,8;56,8;35,4;67,0;67,0;61,0;52,5;
00:00:30,800;56,6;56,6;35,2;67,3;67,3;60,6;52,5;
00:00:30,812;56,5;56,5;35,3;67,0;67,0;60,5;52,5;
00:00:30,825;57,1;57,1;35,1;67,0;67,0;61,0;52,5;
00:00:30,837;56,9;56,9;35,2;67,1;67,1;61,0;52,7;
00:00:30,850;56,8;56,8;35,1;67,2;67,2;60,8;52,7;
00:00:30,862;56,7;56,7;35,3;67,1;67,1;61,0;52,5;
00:00:30,875;56,9;56,9;35,3;67,2;67,2;60,6;52,6;
00:00:30,887;56,9;56,9;35,4;67,0;67,0;60,5;52,6;
00:00:30,900;56,8;56,8;35,3;67,2;67,2;60,7;52,5;
00:00:30,912;56,9;56,9;35,0;66,8;66,8;60,8;52,5;
00:00:30,925;56,6;56,6;35,3;67,1;67,1;60,5;52,5;
00:00:30,937;56,9;56,9;35,1;67,1;67,1;60,6;52,6;
00:00:30,950;56,9;56,9;35,1;67,1;67,1;60,5;52,7;
00:00:30,962;56,8;56,8;35,1;66,9;66,9;60,2;52,4;
00:00:30,975;57,1;57,1;35,4;67,2;67,2;61,0;52,8;
00:00:30,987;56,8;56,8;35,1;66,8;66,8;60,6;52,8;
00:00:31,000;56,9;56,9;35,5;67,0;67,0;61,1;52,7;
00:00:31,012;56,4;56,4;35,1;67,0;67,0;61,0;52,3;
00:00:31,025;57,1;57,1;35,6;67,2;67,2;60,8;52,4;
00:00:31,037;56,8;56,8;35,3;67,3;67,3;61,1;52,5;
00:00:31,050;57,2;57,2;35,5;67,0;67,0;60,7;52,4;
00:00:31,062;56,9;56,9;35,3;67,0;67,0;60,8;52,4;
00:00:31,075;56,8;56,8;35,5;67,1;67,1;60,4;52,3;
00:00:31,087;56,7;56,7;35,1;67,0;67,0;60,7;52,5;
00:00:31,100;56,4;56,4;35,1;66,8;66,8;60,5;52,5;
00:00:31,112;56,6;56,6;35,4;67,1;67,1;60,5;52,4;
00:00:31,125;56,7;56,7;35,2;67,0;67,0;60,5;52,5;
00:00:31,137;56,9;56,9;35,2;66,8;66,8;60,5;52,5;
00:00:31,150;56,4;56,4;35,0;67,0;67,0;61,0;52,3;
00:00:31,162;56,8;56,8;35,3;67,3;67,3;60,4;52,7;
00:00:31,175;56,9;56,9;35,2;67,2;67,2;60,5;52,7;
00:00:31,187;56,6;56,6;35,2;67,0;67,0;60,7;52,5;
00:00:31,200;56,8;56,8;35,2;67,0;67,0;60,8;52,6;
00:00:31,212;56,8;56,8;35,3;67,3;67,3;60,7;52,7;
00:00:31,225;56,6;56,6;35,4;67,1;67,1;60,4;52,9;
00:00:31,237;56,9;56,9;35,3;67,2;67,2;60,7;52,4;
00:00:31,250;56,4;56,4;35,5;67,2;67,2;60,7;52,8;
00:00:31,262;56,8;56,8;35,1;67,0;67,0;60,2;52,5;
00:00:31,275;57,0;57,0;35,1;66,9;66,9;60,6;53,0;
00:00:31,287;56,7;56,7;35,3;67,0;67,0;60,6;52,6;
00:00:31,300;56,6;56,6;35,1;66,8;66,8;60,6;52,3;
00:00:31,312;56,9;56,9;35,1;67,1;67,1;60,5;52,4;
00:00:31,325;56,8;56,8;35,2;67,0;67,0;60,6;52,5;
00:00:31,337;56,6;56,6;35,0;67,0;67,0;60,6;52,5;
00:00:31,350;56,8;56,8;35,3;67,0;67,0;60,7;52,8;
00:00:31,362;56,8;56,8;35,0;66,8;66,8;60,7;52,5;
00:00:31,375;56,4;56,4;35,2;66,9;66,9;60,8;52,6;
00:00:31,387;56,8;56,8;35,2;67,0;67,0;60,6;52,8;
00:00:31,400;57,2;57,2;35,1;67,1;67,1;60,6;52,5;
00:00:31,412;56,4;56,4;35,2;67,4;67,4;60,6;52,4;
00:00:31,425;56,6;56,6;35,3;67,1;67,1;60,8;52,7;
00:00:31,437;56,8;56,8;35,2;67,0;67,0;60,5;52,5;
00:00:31,450;56,7;56,7;35,1;66,9;66,9;60,5;52,5;
00:00:31,462;56,7;56,7;35,3;67,0;67,0;60,4;52,4;
00:00:31,475;56,7;56,7;35,0;67,3;67,3;60,7;52,7;
00:00:31,487;56,5;56,5;35,4;66,9;66,9;60,7;52,4;
00:00:31,500;57,0;57,0;35,2;66,9;66,9;60,7;52,2;
00:00:31,512;56,7;56,7;35,3;67,0;67,0;60,2;52,4;
00:00:31,525;56,6;56,6;35,2;67,0;67,0;60,5;52,8;
00:00:31,537;56,7;56,7;35,1;67,3;67,3;60,7;52,5;
00:00:31,550;56,8;56,8;35,1;67,0;67,0;60,5;52,5;
00:00:31,562;56,4;56,4;35,2;67,0;67,0;61,2;52,3;
00:00:31,575;56,9;56,9;35,0;67,1;67,1;60,6;52,6;
00:00:31,587;56,5;56,5;35,2;67,0;67,0;60,5;52,5;
00:00:31,600;56,7;56,7;35,1;67,1;67,1;60,7;52,6;
00:00:31,612;56,7;56,7;35,1;67,1;67,1;60,7;52,7;
00:00:31,625;57,1;57,1;35,1;66,9;66,9;60,5;52,5;
00:00:31,637;56,6;56,6;35,1;66,9;66,9;60,8;52,5;
00:00:31,650;56,6;56,6;35,7;67,1;67,1;60,9;52,5;
00:00:31,662;57,0;57,0;35,3;67,2;67,2;61,1;52,7;
00:00:31,675;57,2;57,2;35,3;66,9;66,9;60,8;52,5;
00:00:31,687;56,7;56,7;35,1;67,2;67,2;60,8;52,3;
00:00:31,700;56,8;56,8;35,2;66,8;66,8;61,0;52,8;
00:00:31,712;56,9;56,9;35,2;67,0;67,0;60,9;52,6;
00:00:31,725;56,8;56,8;35,1;67,4;67,4;61,0;52,3;
00:00:31,737;56,5;56,5;35,4;67,4;67,4;60,6;52,5;
00:00:31,750;57,2;57,2;35,1;67,0;67,0;60,6;52,3;
00:00:31,762;56,6;56,6;35,1;67,1;67,1;60,8;52,5;
00:00:31,775;56,8;56,8;35,4;67,1;67,1;60,6;52,5;
00:00:31,787;56,6;56,6;35,3;67,1;67,1;60,7;52,6;
00:00:31,800;57,0;57,0;35,1;67,2;67,2;61,0;52,7;
00:00:31,812;56,6;56,6;35,0;67,1;67,1;61,0;52,4;
00:00:31,825;56,8;56,8;35,5;67,0;67,0;60,7;52,3;
00:00:31,837;56,6;56,6;35,2;67,0;67,0;60,8;52,5;
00:00:31,850;56,8;56,8;35,1;67,1;67,1;60,7;52,5;
00:00:31,862;56,3;56,3;35,1;67,0;67,0;60,9;52,3;
00:00:31,875;57,0;57,0;35,3;67,2;67,2;60,8;52,7;
00:00:31,887;56,6;56,6;35,1;67,2;67,2;60,7;52,2;
00:00:31,900;56,8;56,8;35,7;67,1;67,1;60,4;52,7;
00:00:31,912;56,6;56,6;35,5;67,0;67,0;60,9;52,7;
00:00:31,925;56,8;56,8;35,1;67,0;67,0;61,3;52,8;
00:00:31,937;57,3;57,3;35,0;67,2;67,2;60,9;52,7;
00:00:31,950;56,5;56,5;35,2;67,1;67,1;60,5;52,6;
00:00:31,962;57,1;57,1;35,1;67,1;67,1;60,8;52,3;
00:00:31,975;56,8;56,8;35,1;67,4;67,4;60,6;52,4;
00:00:31,987;56,7;56,7;35,1;67,1;67,1;60,8;52,5;
00:00:32,000;56,8;56,8;35,1;67,1;67,1;60,5;52,5;
00:00:32,012;56,6;56,6;35,4;67,2;67,2;60,7;52,7;
00:00:32,025;56,6;56,6;35,4;67,2;67,2;60,7;52,7;
00:00:32,037;56,8;56,8;35,1;66,8;66,8;60,5;52,5;
00:00:32,050;56,7;56,7;35,1;66,5;66,5;60,5;52,5;
00:00:32,062;56,7;56,7;35,1;66,7;66,7;60,8;52,9;
00:00:32,075;56,5;56,5;35,2;67,0;67,0;60,2;52,4;
00:00:32,087;56,5;56,5;35,2;67,0;67,0;60,2;52,4;
00:00:32,100;56,5;56,5;35,1;67,1;67,1;60,7;52,6;
00:00:32,112;56,7;56,7;35,2;67,0;67,0;60,3;52,4;
00:00:32,125;56,7;56,7;35,1;67,0;67,0;60,6;52,3;
00:00:32,137;56,8;56,8;35,1;66,9;66,9;60,8;52,5;
00:00:32,150;56,8;56,8;35,1;66,9;66,9;60,8;52,5;
00:00:32,162;57,1;57,1;35,1;67,0;67,0;60,6;52,7;
00:00:32,175;56,7;56,7;35,1;66,7;66,7;60,4;52,3;
00:00:32,187;57,0;57,0;35,2;67,2;67,2;60,4;52,5;
00:00:32,200;56,7;56,7;35,1;67,0;67,0;61,0;52,6;
00:00:32,212;56,7;56,7;35,1;67,0;67,0;61,0;52,6;
00:00:32,225;57,1;57,1;35,3;67,0;67,0;60,5;52,4;
00:00:32,237;56,9;56,9;35,1;67,0;67,0;60,6;52,4;
00:00:32,250;56,5;56,5;35,1;66,9;66,9;61,0;52,5;
00:00:32,262;56,7;56,7;35,1;67,2;67,2;60,5;52,4;
00:00:32,275;56,7;56,7;35,1;67,2;67,2;60,5;52,4;
00:00:32,287;56,5;56,5;35,1;66,9;66,9;61,0;52,8;
00:00:32,300;56,5;56,5;35,3;67,2;67,2;60,4;52,5;
00:00:32,312;56,4;56,4;35,1;66,8;66,8;60,4;52,5;
00:00:32,325;56,8;56,8;35,2;66,9;66,9;60,9;52,6;
00:00:32,337;56,8;56,8;35,2;66,9;66,9;60,9;52,6;
00:00:32,350;56,7;56,7;34,9;67,0;67,0;60,6;52,5;
00:00:32,362;56,7;56,7;35,1;66,8;66,8;60,9;52,7;
00:00:32,375;56,8;56,8;35,3;67,2;67,2;60,7;52,8;
00:00:32,387;56,8;56,8;35,1;66,8;66,8;60,6;52,5;
00:00:32,400;56,8;56,8;35,1;66,8;66,8;60,6;52,5;
00:00:32,412;57,1;57,1;35,2;66,9;66,9;60,6;52,6;
00:00:32,425;57,2;57,2;35,2;67,2;67,2;60,9;52,4;
00:00:32,437;56,6;56,6;35,3;67,0;67,0;60,5;52,4;
00:00:32,450;56,6;56,6;35,1;66,7;66,7;60,5;52,5;
00:00:32,462;56,6;56,6;35,1;66,7;66,7;60,5;52,5;
00:00:32,475;57,0;57,0;35,1;66,7;66,7;60,4;52,8;
00:00:32,487;56,8;56,8;35,1;66,7;66,7;60,6;52,4;
00:00:32,500;56,6;56,6;35,4;66,6;66,6;60,5;52,7;
00:00:32,512;56,8;56,8;34,9;66,8;66,8;60,6;52,3;
00:00:32,525;56,8;56,8;34,9;66,8;66,8;60,6;52,3;
00:00:32,537;56,6;56,6;35,4;67,2;67,2;60,6;52,8;
00:00:32,550;56,5;56,5;35,1;66,9;66,9;60,7;52,7;
00:00:32,562;56,7;56,7;35,2;67,2;67,2;60,6;52,5;
00:00:32,575;56,7;56,7;35,2;67,4;67,4;60,6;52,5;
00:00:32,587;56,7;56,7;35,2;67,4;67,4;60,6;52,5;
00:00:32,600;56,7;56,7;35,3;66,8;66,8;60,5;52,4;
00:00:32,612;56,9;56,9;35,3;67,0;67,0;60,7;52,7;
00:00:32,625;56,5;56,5;35,1;67,0;67,0;60,0;52,4;
00:00:32,637;56,8;56,8;35,0;67,0;67,0;60,5;52,3;
00:00:32,650;56,8;56,8;35,0;67,0;67,0;60,5;52,3;
00:00:32,662;56,8;56,8;35,2;66,9;66,9;60,8;52,5;
00:00:32,675;57,1;57,1;35,1;67,0;67,0;60,7;52,7;
00:00:32,687;56,8;56,8;35,4;66,8;66,8;60,4;52,9;
