[Connect DataFile][1.1]
Date:;19.02.2026
Time:;16:09:11,170
Unit:;C
Resolution:;0,0125
Values:;7
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;2.0 mm;1.5 mm;1.0 mm;
00:00:10,825;56,3;56,3;35,7;66,4;66,4;60,1;52,2;
00:00:10,837;56,5;56,5;35,8;67,2;67,2;59,9;52,3;
00:00:10,850;56,6;56,6;35,8;66,4;66,4;60,4;52,4;
00:00:10,862;56,3;56,3;35,7;66,5;66,5;60,4;52,2;
00:00:10,875;56,3;56,3;35,6;66,4;66,4;60,4;52,3;
00:00:10,887;56,4;56,4;35,7;66,4;66,4;60,0;52,2;
00:00:10,900;56,8;56,8;35,7;66,7;66,7;60,2;52,2;
00:00:10,912;56,0;56,0;35,7;66,7;66,7;60,2;52,1;
00:00:10,925;56,3;56,3;35,8;66,7;66,7;60,4;52,5;
00:00:10,937;56,4;56,4;35,8;66,5;66,5;60,6;52,2;
00:00:10,950;56,5;56,5;35,7;66,2;66,2;60,1;52,5;
00:00:10,962;56,2;56,2;35,7;66,4;66,4;60,1;52,3;
00:00:10,975;56,5;56,5;35,7;66,2;66,2;60,5;52,4;
00:00:10,987;56,2;56,2;35,9;66,6;66,6;60,4;52,4;
00:00:11,000;56,5;56,5;35,9;66,6;66,6;60,4;52,3;
00:00:11,012;56,1;56,1;35,7;66,7;66,7;60,1;52,3;
00:00:11,025;56,3;56,3;35,7;66,8;66,8;60,4;52,3;
00:00:11,037;56,0;56,0;35,9;66,8;66,8;60,1;52,2;
00:00:11,050;56,4;56,4;35,9;66,8;66,8;60,0;52,1;
00:00:11,062;56,4;56,4;35,8;66,8;66,8;60,4;52,3;
00:00:11,075;56,5;56,5;35,7;66,4;66,4;60,1;52,3;
00:00:11,087;56,1;56,1;35,8;67,0;67,0;60,0;52,1;
00:00:11,100;56,2;56,2;35,7;66,4;66,4;60,2;52,5;
00:00:11,112;56,5;56,5;35,7;66,7;66,7;59,8;52,3;
00:00:11,125;56,5;56,5;35,9;66,4;66,4;59,9;52,4;
00:00:11,137;56,2;56,2;35,9;66,6;66,6;60,2;52,2;
00:00:11,150;55,9;55,9;35,6;66,7;66,7;60,1;52,0;
00:00:11,162;56,3;56,3;35,8;66,7;66,7;60,0;52,3;
00:00:11,175;56,3;56,3;35,6;66,7;66,7;60,3;52,3;
00:00:11,187;56,0;56,0;35,9;66,9;66,9;60,2;52,2;
00:00:11,200;56,1;56,1;35,8;66,5;66,5;60,2;52,2;
00:00:11,212;56,4;56,4;35,7;66,5;66,5;60,1;51,9;
00:00:11,225;56,4;56,4;35,6;66,6;66,6;59,9;52,2;
00:00:11,237;56,0;56,0;35,7;66,5;66,5;60,4;52,3;
00:00:11,250;56,4;56,4;35,7;66,7;66,7;60,0;52,3;
00:00:11,262;56,3;56,3;35,6;66,6;66,6;59,9;52,0;
00:00:11,275;56,5;56,5;35,8;66,7;66,7;60,4;52,4;
00:00:11,287;56,3;56,3;35,7;66,4;66,4;60,1;52,1;
00:00:11,300;56,6;56,6;35,6;66,2;66,2;60,1;52,2;
00:00:11,312;56,3;56,3;35,7;66,5;66,5;60,2;52,3;
00:00:11,325;56,2;56,2;35,6;66,4;66,4;60,2;52,3;
00:00:11,337;56,2;56,2;35,7;66,4;66,4;60,0;52,3;
00:00:11,350;56,4;56,4;35,7;66,7;66,7;59,7;52,0;
00:00:11,362;56,2;56,2;35,5;66,9;66,9;60,0;52,3;
00:00:11,375;55,9;55,9;35,9;66,2;66,2;60,1;52,2;
00:00:11,387;56,1;56,1;35,5;66,1;66,1;60,2;52,3;
00:00:11,400;56,2;56,2;35,7;66,7;66,7;60,1;52,3;
00:00:11,412;56,4;56,4;35,7;66,5;66,5;60,4;51,9;
00:00:11,425;56,4;56,4;35,5;66,8;66,8;59,9;52,2;
00:00:11,437;56,5;56,5;35,7;66,2;66,2;60,2;52,1;
00:00:11,450;56,2;56,2;35,7;66,4;66,4;60,2;52,2;
00:00:11,462;56,4;56,4;35,7;66,5;66,5;60,5;52,1;
00:00:11,475;56,4;56,4;35,9;66,5;66,5;60,0;52,3;
00:00:11,487;56,3;56,3;35,7;66,7;66,7;60,4;52,1;
00:00:11,500;56,4;56,4;35,7;66,7;66,7;60,3;51,9;
00:00:11,512;56,4;56,4;35,7;66,5;66,5;60,2;51,9;
00:00:11,525;56,4;56,4;35,6;66,7;66,7;60,2;52,0;
00:00:11,537;56,1;56,1;35,7;66,5;66,5;60,1;52,0;
00:00:11,550;56,3;56,3;35,7;66,8;66,8;60,0;52,2;
00:00:11,562;56,4;56,4;35,6;66,4;66,4;60,1;52,3;
00:00:11,575;56,3;56,3;35,6;66,1;66,1;60,0;52,2;
00:00:11,587;56,4;56,4;35,6;66,7;66,7;60,2;52,0;
00:00:11,600;56,2;56,2;35,9;66,5;66,5;60,0;52,3;
00:00:11,612;56,4;56,4;35,8;66,7;66,7;60,1;52,0;
00:00:11,625;56,4;56,4;35,6;66,7;66,7;60,2;52,1;
00:00:11,637;56,3;56,3;35,5;66,4;66,4;59,6;52,1;
00:00:11,650;56,4;56,4;35,7;66,2;66,2;60,2;52,3;
00:00:11,662;56,1;56,1;35,8;66,4;66,4;60,4;52,3;
00:00:11,675;56,5;56,5;35,6;67,0;67,0;60,2;52,2;
00:00:11,687;56,2;56,2;35,5;66,5;66,5;60,2;52,3;
00:00:11,700;56,4;56,4;35,5;66,7;66,7;60,0;52,3;
00:00:11,712;56,3;56,3;35,8;66,5;66,5;60,1;52,5;
00:00:11,725;56,3;56,3;35,7;66,4;66,4;60,1;52,2;
00:00:11,737;56,0;56,0;35,3;66,2;66,2;60,4;51,8;
00:00:11,750;56,2;56,2;35,7;66,3;66,3;60,4;52,4;
00:00:11,762;56,6;56,6;35,4;66,7;66,7;60,3;52,4;
00:00:11,775;56,4;56,4;35,5;66,6;66,6;60,3;52,2;
00:00:11,787;56,1;56,1;35,5;66,9;66,9;60,1;52,1;
00:00:11,800;56,2;56,2;35,7;66,7;66,7;60,2;52,2;
00:00:11,812;56,0;56,0;35,7;66,5;66,5;59,9;52,2;
00:00:11,825;56,5;56,5;35,5;66,5;66,5;60,3;52,4;
00:00:11,837;56,3;56,3;35,5;66,5;66,5;60,1;52,2;
00:00:11,850;56,4;56,4;35,3;66,6;66,6;60,0;52,5;
00:00:11,862;56,0;56,0;35,5;66,5;66,5;59,8;52,1;
00:00:11,875;56,3;56,3;35,6;66,5;66,5;60,0;52,3;
00:00:11,887;55,9;55,9;35,6;66,4;66,4;59,9;52,3;
00:00:11,900;55,9;55,9;35,6;66,2;66,2;60,2;52,2;
00:00:11,912;56,2;56,2;35,5;66,6;66,6;60,1;52,0;
00:00:11,925;56,0;56,0;35,5;66,7;66,7;60,2;52,1;
00:00:11,937;56,0;56,0;35,5;66,4;66,4;59,9;52,2;
00:00:11,950;56,3;56,3;35,7;66,4;66,4;60,5;52,2;
00:00:11,962;56,4;56,4;35,6;66,5;66,5;60,3;52,4;
00:00:11,975;56,2;56,2;35,5;66,8;66,8;59,9;52,5;
00:00:11,987;56,4;56,4;35,8;66,5;66,5;60,6;52,4;
00:00:12,000;56,5;56,5;35,6;66,8;66,8;60,0;52,3;
00:00:12,012;56,4;56,4;35,6;66,7;66,7;60,4;52,1;
00:00:12,025;56,6;56,6;35,7;66,5;66,5;60,3;52,4;
00:00:12,037;56,5;56,5;35,8;66,5;66,5;60,2;52,5;
00:00:12,050;56,3;56,3;35,5;66,2;66,2;59,8;52,5;
00:00:12,062;56,3;56,3;35,6;66,5;66,5;60,0;52,4;
00:00:12,075;56,0;56,0;35,5;66,4;66,4;60,0;52,3;
00:00:12,087;56,2;56,2;35,3;66,4;66,4;60,0;52,4;
00:00:12,100;56,2;56,2;35,6;66,6;66,6;60,1;52,2;
00:00:12,112;56,2;56,2;35,7;66,3;66,3;60,2;52,3;
00:00:12,125;56,1;56,1;35,5;66,8;66,8;60,0;52,2;
00:00:12,137;56,4;56,4;35,4;66,4;66,4;60,1;52,3;
00:00:12,150;56,3;56,3;35,4;66,8;66,8;60,1;52,3;
00:00:12,162;56,2;56,2;35,4;66,5;66,5;60,3;52,1;
00:00:12,175;56,4;56,4;35,7;66,8;66,8;60,4;52,2;
00:00:12,187;56,4;56,4;35,6;66,8;66,8;60,2;52,3;
00:00:12,200;56,1;56,1;35,5;66,3;66,3;60,2;52,2;
00:00:12,212;56,2;56,2;35,4;66,5;66,5;60,4;52,2;
00:00:12,225;56,0;56,0;35,5;66,2;66,2;60,1;51,9;
00:00:12,237;56,5;56,5;35,4;66,5;66,5;60,0;52,4;
00:00:12,250;56,1;56,1;35,6;66,7;66,7;60,1;51,9;
00:00:12,262;56,4;56,4;35,6;66,4;66,4;60,5;52,5;
00:00:12,275;56,3;56,3;35,7;66,5;66,5;60,0;52,2;
00:00:12,287;56,5;56,5;35,5;66,4;66,4;60,5;52,3;
00:00:12,300;56,6;56,6;35,7;66,7;66,7;59,9;52,4;
00:00:12,312;56,4;56,4;35,7;66,4;66,4;60,3;52,5;
00:00:12,325;56,5;56,5;35,7;66,7;66,7;60,1;52,0;
00:00:12,337;56,5;56,5;35,7;66,5;66,5;60,4;52,4;
00:00:12,350;56,5;56,5;35,6;66,7;66,7;60,2;52,0;
00:00:12,362;56,4;56,4;35,7;66,9;66,9;59,7;52,3;
00:00:12,375;56,3;56,3;35,5;66,6;66,6;60,2;51,9;
00:00:12,387;56,5;56,5;35,7;66,9;66,9;60,6;52,4;
00:00:12,400;56,4;56,4;35,9;66,7;66,7;60,6;52,3;
00:00:12,412;56,6;56,6;35,7;67,1;67,1;60,1;52,4;
00:00:12,425;56,8;56,8;35,8;66,4;66,4;60,4;52,4;
00:00:12,437;56,6;56,6;36,0;66,6;66,6;60,2;52,4;
00:00:12,450;56,6;56,6;35,8;66,7;66,7;60,5;52,3;
00:00:12,462;57,1;57,1;35,9;67,0;67,0;60,3;52,3;
00:00:12,475;56,3;56,3;36,2;66,8;66,8;60,4;52,4;
00:00:12,487;56,9;56,9;35,7;66,8;66,8;60,5;52,4;
00:00:12,500;56,6;56,6;35,7;66,6;66,6;60,5;52,2;
00:00:12,512;56,9;56,9;35,7;66,9;66,9;60,3;52,5;
00:00:12,525;56,8;56,8;35,7;66,5;66,5;60,7;52,5;
00:00:12,537;56,8;56,8;36,5;67,0;67,0;60,4;52,4;
00:00:12,550;56,7;56,7;35,9;66,8;66,8;60,2;52,5;
00:00:12,562;56,4;56,4;35,9;66,9;66,9;60,4;52,5;
00:00:12,575;56,5;56,5;35,7;66,8;66,8;60,4;52,7;
00:00:12,587;56,9;56,9;35,9;66,9;66,9;60,7;52,4;
00:00:12,600;56,2;56,2;36,0;67,0;67,0;60,6;52,8;
00:00:12,612;57,1;57,1;36,0;67,0;67,0;60,4;52,6;
00:00:12,625;56,5;56,5;35,9;66,9;66,9;60,7;52,5;
00:00:12,637;56,8;56,8;36,0;66,9;66,9;60,4;52,3;
00:00:12,650;56,0;56,0;35,9;66,6;66,6;60,3;52,6;
00:00:12,662;56,3;56,3;36,0;67,0;67,0;60,5;52,4;
00:00:12,675;56,6;56,6;35,9;67,0;67,0;60,2;52,4;
00:00:12,687;56,7;56,7;35,9;66,8;66,8;60,4;52,2;
00:00:12,700;56,8;56,8;36,1;66,8;66,8;60,8;52,8;
00:00:12,712;56,4;56,4;36,0;66,9;66,9;60,4;52,4;
00:00:12,725;56,7;56,7;35,7;66,9;66,9;60,6;52,5;
00:00:12,737;56,4;56,4;35,7;67,0;67,0;60,2;52,4;
00:00:12,750;56,6;56,6;35,9;66,4;66,4;60,1;52,5;
00:00:12,762;56,1;56,1;35,8;66,9;66,9;60,7;52,5;
00:00:12,775;56,8;56,8;36,0;66,7;66,7;60,8;52,4;
00:00:12,787;56,6;56,6;35,7;66,8;66,8;60,6;52,6;
00:00:12,800;56,6;56,6;35,9;67,1;67,1;60,2;52,4;
00:00:12,812;56,5;56,5;35,9;66,9;66,9;60,2;52,8;
00:00:12,825;56,7;56,7;35,9;67,0;67,0;60,5;52,5;
00:00:12,837;56,5;56,5;36,0;66,8;66,8;60,7;52,9;
00:00:12,850;56,6;56,6;35,9;66,7;66,7;60,4;52,5;
00:00:12,862;56,6;56,6;35,9;66,6;66,6;60,7;52,5;
00:00:12,875;56,5;56,5;35,9;66,7;66,7;60,1;52,4;
00:00:12,887;56,7;56,7;35,9;67,2;67,2;60,5;52,3;
00:00:12,900;56,7;56,7;36,1;66,8;66,8;60,6;52,5;
00:00:12,912;56,5;56,5;36,2;67,0;67,0;60,5;52,5;
00:00:12,925;56,5;56,5;35,9;66,8;66,8;60,7;52,5;
00:00:12,937;56,4;56,4;36,3;67,2;67,2;60,8;52,5;
00:00:12,950;56,8;56,8;35,9;67,1;67,1;60,6;52,5;
00:00:12,962;56,8;56,8;36,1;66,9;66,9;60,5;53,1;
00:00:12,975;56,4;56,4;36,0;67,0;67,0;60,7;52,6;
00:00:12,987;56,6;56,6;36,0;67,2;67,2;60,5;52,5;
00:00:13,000;56,7;56,7;36,0;67,0;67,0;60,8;52,5;
00:00:13,012;56,6;56,6;35,9;67,0;67,0;60,5;52,5;
00:00:13,025;56,6;56,6;35,9;66,9;66,9;60,4;52,6;
00:00:13,037;56,5;56,5;36,0;66,9;66,9;60,5;53,0;
00:00:13,050;56,8;56,8;36,2;67,2;67,2;60,4;52,5;
00:00:13,062;56,5;56,5;36,0;67,1;67,1;60,7;52,7;
00:00:13,075;56,6;56,6;35,9;66,7;66,7;60,4;52,5;
00:00:13,087;56,8;56,8;35,9;66,8;66,8;60,6;52,6;
00:00:13,100;56,6;56,6;36,0;67,1;67,1;60,6;52,8;
00:00:13,112;56,6;56,6;35,8;66,8;66,8;60,4;52,3;
00:00:13,125;56,8;56,8;35,9;67,2;67,2;60,6;52,3;
00:00:13,137;56,5;56,5;36,1;67,0;67,0;60,4;52,5;
00:00:13,150;56,8;56,8;35,9;67,0;67,0;60,3;52,4;
00:00:13,162;56,6;56,6;35,9;66,9;66,9;60,4;52,8;
00:00:13,175;56,6;56,6;36,0;66,8;66,8;60,3;52,7;
00:00:13,187;56,7;56,7;35,8;67,1;67,1;60,5;52,5;
00:00:13,200;56,5;56,5;35,8;67,0;67,0;60,4;52,7;
00:00:13,212;56,4;56,4;36,0;66,9;66,9;60,3;52,5;
00:00:13,225;56,3;56,3;35,9;66,7;66,7;60,5;52,5;
00:00:13,237;56,4;56,4;35,7;66,7;66,7;60,3;52,4;
00:00:13,250;56,5;56,5;35,7;67,1;67,1;60,5;52,4;
00:00:13,262;56,7;56,7;35,9;66,8;66,8;60,6;52,7;
00:00:13,275;56,7;56,7;35,9;66,5;66,5;60,4;52,5;
00:00:13,287;56,7;56,7;35,8;67,0;67,0;60,3;52,5;
00:00:13,300;56,8;56,8;36,0;67,0;67,0;60,5;52,5;
00:00:13,312;56,9;56,9;36,0;66,9;66,9;60,5;52,8;
00:00:13,325;56,4;56,4;35,9;66,9;66,9;60,4;52,5;
00:00:13,337;56,6;56,6;35,8;66,9;66,9;60,4;52,5;
00:00:13,350;56,3;56,3;35,9;66,7;66,7;60,5;52,4;
00:00:13,362;56,5;56,5;36,0;66,8;66,8;60,5;52,6;
00:00:13,375;56,5;56,5;35,7;67,0;67,0;60,7;52,3;
00:00:13,387;56,4;56,4;35,9;66,8;66,8;60,6;52,5;
00:00:13,400;56,8;56,8;35,9;66,8;66,8;60,6;52,8;
00:00:13,412;56,7;56,7;35,7;67,2;67,2;60,4;52,4;
00:00:13,425;56,7;56,7;35,7;66,8;66,8;60,2;52,3;
00:00:13,437;56,8;56,8;35,7;66,7;66,7;60,2;52,2;
00:00:13,450;56,6;56,6;35,9;67,1;67,1;60,6;52,4;
00:00:13,462;56,3;56,3;35,9;66,9;66,9;60,5;52,4;
00:00:13,475;56,8;56,8;35,7;66,9;66,9;60,4;52,3;
00:00:13,487;56,8;56,8;35,8;66,7;66,7;60,2;52,3;
00:00:13,500;56,7;56,7;36,0;66,9;66,9;60,5;52,4;
00:00:13,512;56,4;56,4;35,9;66,9;66,9;60,8;52,5;
00:00:13,525;56,5;56,5;35,8;66,9;66,9;60,5;52,4;
00:00:13,537;56,9;56,9;36,0;67,0;67,0;60,2;52,8;
00:00:13,550;56,8;56,8;35,8;67,0;67,0;60,2;52,2;
00:00:13,562;56,6;56,6;35,9;66,8;66,8;60,1;52,4;
00:00:13,575;56,5;56,5;35,9;66,9;66,9;60,2;52,4;
00:00:13,587;56,9;56,9;35,7;66,8;66,8;60,1;52,3;
00:00:13,600;56,4;56,4;35,7;67,0;67,0;60,3;52,4;
00:00:13,612;56,4;56,4;35,9;66,8;66,8;60,6;52,4;
00:00:13,625;56,6;56,6;35,7;66,8;66,8;60,6;52,4;
00:00:13,637;56,3;56,3;35,8;67,3;67,3;60,4;52,4;
00:00:13,650;56,7;56,7;35,8;67,0;67,0;60,4;52,3;
00:00:13,662;56,2;56,2;35,9;66,9;66,9;61,0;52,3;
00:00:13,675;56,6;56,6;35,7;66,8;66,8;60,6;52,5;
00:00:13,687;56,7;56,7;35,7;66,8;66,8;60,7;52,5;
00:00:13,700;56,5;56,5;35,8;67,1;67,1;60,7;52,4;
00:00:13,712;56,5;56,5;35,8;67,0;67,0;60,5;52,5;
00:00:13,725;56,8;56,8;36,0;67,1;67,1;60,3;52,5;
00:00:13,737;56,5;56,5;35,7;66,8;66,8;60,6;52,5;
00:00:13,750;56,9;56,9;35,8;66,8;66,8;60,5;52,5;
00:00:13,762;56,7;56,7;35,7;67,0;67,0;60,6;52,6;
00:00:13,775;56,7;56,7;35,8;67,0;67,0;60,5;52,5;
00:00:13,787;56,5;56,5;35,7;67,1;67,1;60,5;52,2;
00:00:13,800;56,6;56,6;36,1;67,0;67,0;60,5;52,5;
00:00:13,812;56,4;56,4;35,9;67,0;67,0;60,9;52,3;
00:00:13,825;56,9;56,9;35,8;67,0;67,0;60,4;52,3;
00:00:13,837;56,7;56,7;35,9;67,1;67,1;60,6;52,4;
00:00:13,850;56,7;56,7;35,9;66,8;66,8;60,7;52,4;
00:00:13,862;57,1;57,1;36,1;67,0;67,0;60,5;52,6;
00:00:13,875;56,9;56,9;35,9;67,0;67,0;60,5;52,3;
00:00:13,887;56,5;56,5;35,9;66,7;66,7;60,5;52,5;
00:00:13,900;56,3;56,3;35,7;67,0;67,0;60,9;52,6;
00:00:13,912;56,8;56,8;35,8;66,8;66,8;60,7;52,4;
00:00:13,925;56,8;56,8;35,7;66,9;66,9;60,5;52,6;
00:00:13,937;56,4;56,4;35,7;67,0;67,0;60,5;52,2;
00:00:13,950;56,9;56,9;35,8;66,9;66,9;60,4;52,6;
00:00:13,962;56,8;56,8;35,7;66,8;66,8;60,4;52,4;
00:00:13,975;56,6;56,6;35,9;66,5;66,5;60,7;52,8;
00:00:13,987;56,6;56,6;35,6;66,5;66,5;60,2;52,3;
00:00:14,000;56,6;56,6;35,7;66,8;66,8;60,1;52,5;
00:00:14,012;56,3;56,3;35,9;66,9;66,9;60,4;52,4;
00:00:14,025;56,7;56,7;35,7;67,1;67,1;60,2;52,5;
00:00:14,037;56,8;56,8;35,7;67,0;67,0;60,3;52,5;
00:00:14,050;56,4;56,4;35,7;67,0;67,0;60,1;52,5;
00:00:14,062;56,8;56,8;35,9;67,0;67,0;60,7;52,5;
00:00:14,075;56,5;56,5;35,7;67,1;67,1;60,7;52,8;
00:00:14,087;56,8;56,8;36,2;67,1;67,1;60,6;52,4;
00:00:14,100;56,6;56,6;35,8;67,1;67,1;60,7;52,5;
00:00:14,112;56,8;56,8;35,7;67,0;67,0;60,7;52,5;
00:00:14,125;56,9;56,9;35,8;66,9;66,9;60,4;52,5;
00:00:14,137;56,8;56,8;35,9;67,2;67,2;60,7;52,8;
00:00:14,150;56,4;56,4;35,9;66,9;66,9;60,5;52,3;
00:00:14,162;56,5;56,5;35,7;67,1;67,1;60,4;52,6;
00:00:14,175;57,1;57,1;35,7;66,7;66,7;60,4;52,9;
00:00:14,187;56,7;56,7;35,7;67,1;67,1;60,7;52,4;
00:00:14,200;56,4;56,4;36,0;66,9;66,9;60,7;53,0;
00:00:14,212;56,5;56,5;35,8;66,9;66,9;60,5;52,6;
00:00:14,225;56,5;56,5;35,8;66,8;66,8;60,3;52,3;
00:00:14,237;56,5;56,5;35,8;66,7;66,7;60,4;52,5;
00:00:14,250;56,5;56,5;35,8;66,9;66,9;60,2;52,3;
00:00:14,262;56,5;56,5;35,7;66,4;66,4;60,4;52,7;
00:00:14,275;56,7;56,7;35,8;66,8;66,8;60,6;52,7;
00:00:14,287;56,7;56,7;35,7;67,1;67,1;60,3;52,3;
00:00:14,300;56,7;56,7;35,7;67,1;67,1;60,1;52,5;
00:00:14,312;56,6;56,6;36,0;67,0;67,0;60,4;52,4;
00:00:14,325;56,5;56,5;35,9;66,7;66,7;60,5;52,5;
00:00:14,337;56,6;56,6;36,0;67,0;67,0;60,4;52,6;
00:00:14,350;56,6;56,6;35,8;66,8;66,8;60,6;52,2;
00:00:14,362;56,9;56,9;35,7;66,6;66,6;60,6;52,6;
00:00:14,375;56,8;56,8;35,9;66,9;66,9;60,3;52,3;
00:00:14,387;56,6;56,6;35,9;66,8;66,8;60,5;52,4;
00:00:14,400;56,6;56,6;36,2;67,1;67,1;60,4;52,7;
00:00:14,412;56,5;56,5;35,9;67,1;67,1;60,6;52,7;
00:00:14,425;57,1;57,1;36,0;67,0;67,0;61,0;52,4;
00:00:14,437;56,4;56,4;36,0;67,0;67,0;60,5;52,6;
00:00:14,450;57,0;57,0;35,9;66,9;66,9;60,5;52,3;
00:00:14,462;56,9;56,9;36,0;67,2;67,2;60,5;52,2;
00:00:14,475;57,0;57,0;35,9;66,7;66,7;60,5;52,7;
00:00:14,487;56,9;56,9;35,9;66,6;66,6;60,7;52,5;
00:00:14,500;56,5;56,5;35,8;66,4;66,4;60,4;52,7;
00:00:14,512;56,8;56,8;35,8;66,8;66,8;60,5;52,5;
00:00:14,525;56,5;56,5;35,7;66,9;66,9;60,6;52,5;
00:00:14,537;56,4;56,4;35,9;66,9;66,9;60,6;52,7;
00:00:14,550;56,9;56,9;35,7;66,6;66,6;60,5;52,8;
00:00:14,562;56,7;56,7;35,9;66,8;66,8;60,6;52,6;
00:00:14,575;56,7;56,7;35,7;66,9;66,9;60,8;52,4;
00:00:14,587;56,5;56,5;35,7;67,0;67,0;60,2;52,3;
00:00:14,600;56,4;56,4;35,9;66,8;66,8;60,7;52,5;
00:00:14,612;56,6;56,6;36,0;66,7;66,7;60,2;52,8;
00:00:14,625;56,9;56,9;36,0;67,3;67,3;60,2;52,6;
00:00:14,637;56,7;56,7;35,7;66,7;66,7;60,9;52,4;
00:00:14,650;56,8;56,8;35,7;66,8;66,8;60,1;52,4;
00:00:14,662;56,8;56,8;35,7;67,0;67,0;60,5;52,7;
00:00:14,675;56,6;56,6;35,8;66,8;66,8;60,5;52,6;
00:00:14,687;56,6;56,6;35,9;66,8;66,8;60,3;52,4;
00:00:14,700;57,1;57,1;35,9;67,0;67,0;60,5;52,6;
00:00:14,712;56,7;56,7;36,0;66,8;66,8;60,5;52,5;
00:00:14,725;56,7;56,7;35,9;66,9;66,9;60,7;52,4;
00:00:14,737;56,7;56,7;35,7;66,6;66,6;60,5;52,4;
00:00:14,750;56,9;56,9;35,7;67,2;67,2;60,6;52,4;
00:00:14,762;56,7;56,7;36,0;66,8;66,8;60,7;52,5;
00:00:14,775;56,7;56,7;35,9;66,9;66,9;60,5;52,6;
00:00:14,787;56,6;56,6;35,8;67,0;67,0;60,6;52,8;
00:00:14,800;56,8;56,8;36,0;66,7;66,7;60,7;52,7;
00:00:14,812;56,4;56,4;35,8;66,7;66,7;60,5;52,8;
00:00:14,825;56,6;56,6;35,9;67,0;67,0;60,4;52,5;
00:00:14,837;56,5;56,5;35,7;66,8;66,8;60,2;52,8;
00:00:14,850;56,8;56,8;35,8;67,0;67,0;60,6;52,5;
00:00:14,862;56,4;56,4;35,9;66,9;66,9;60,7;52,3;
00:00:14,875;56,4;56,4;36,0;66,9;66,9;60,6;52,3;
---------------------------------
End of File
