[Connect DataFile][1.1]
Date:;30.06.2025
Time:;14:37:33,219
Unit:;C
Resolution:;0,0124812
Values:;6
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;Deformation;Area 15;
00:01:41,609;25,8;25,8;31,6;37,3;26,1;37,3;
00:01:41,621;25,9;25,9;31,4;37,0;25,8;37,0;
00:01:41,634;26,1;26,1;32,0;37,2;25,9;37,2;
00:01:41,646;26,1;26,1;31,5;37,1;26,1;37,1;
00:01:41,659;26,1;26,1;31,5;36,9;26,1;36,9;
00:01:41,671;26,3;26,3;31,5;37,0;26,1;37,0;
00:01:41,684;25,9;25,9;31,5;37,2;26,1;37,2;
00:01:41,696;25,9;25,9;31,5;37,2;26,0;37,2;
00:01:41,709;25,9;25,9;31,6;36,6;25,8;36,6;
00:01:41,721;26,1;26,1;31,5;36,8;26,1;36,8;
00:01:41,734;25,9;25,9;31,5;37,1;25,9;37,1;
00:01:41,746;25,9;25,9;31,5;36,9;25,8;36,9;
00:01:41,759;26,0;26,0;31,5;36,7;26,1;36,7;
00:01:41,771;25,8;25,8;31,5;36,7;26,1;36,7;
00:01:41,784;26,1;26,1;31,7;36,7;26,1;36,7;
00:01:41,796;25,9;25,9;31,5;36,6;25,9;36,6;
00:01:41,809;26,1;26,1;31,6;36,7;26,1;36,7;
00:01:41,821;26,1;26,1;31,6;36,4;25,9;36,4;
00:01:41,834;26,1;26,1;31,6;36,4;25,9;36,4;
00:01:41,846;26,1;26,1;31,3;36,6;25,8;36,6;
00:01:41,859;25,9;25,9;31,5;36,6;26,0;36,6;
00:01:41,871;25,9;25,9;31,7;36,4;25,9;36,4;
00:01:41,884;25,9;25,9;31,7;36,4;25,9;36,4;
00:01:41,896;26,0;26,0;31,6;36,3;26,1;36,3;
00:01:41,908;25,9;25,9;31,5;36,4;25,9;36,4;
00:01:41,921;26,1;26,1;31,6;36,4;26,1;36,4;
00:01:41,933;26,1;26,1;31,6;36,4;26,1;36,4;
00:01:41,946;26,1;26,1;31,3;36,4;25,9;36,4;
00:01:41,958;25,9;25,9;31,5;36,3;25,7;36,3;
00:01:41,971;25,7;25,7;31,6;36,2;25,9;36,2;
00:01:41,983;25,8;25,8;31,6;36,1;26,1;36,1;
00:01:41,996;25,9;25,9;31,5;35,9;25,9;35,9;
00:01:42,008;25,9;25,9;31,5;36,0;26,0;36,0;
00:01:42,021;25,8;25,8;31,5;36,2;26,2;36,2;
00:01:42,033;25,9;25,9;31,7;36,0;26,1;36,0;
00:01:42,046;26,0;26,0;31,6;36,0;26,2;36,0;
00:01:42,058;25,9;25,9;31,5;35,8;25,9;35,8;
00:01:42,071;25,9;25,9;31,4;36,1;25,8;36,1;
00:01:42,083;26,1;26,1;31,4;36,0;25,8;36,0;
00:01:42,096;26,0;26,0;31,5;35,8;26,0;35,8;
00:01:42,108;25,9;25,9;31,7;35,7;25,6;35,7;
00:01:42,121;25,9;25,9;31,7;35,7;25,6;35,7;
00:01:42,133;25,9;25,9;31,6;35,7;25,8;35,7;
00:01:42,146;25,7;25,7;31,5;35,6;25,9;35,6;
00:01:42,158;26,0;26,0;31,6;35,6;26,0;35,6;
00:01:42,171;26,0;26,0;31,6;35,6;26,0;35,6;
00:01:42,183;25,9;25,9;31,7;35,6;25,8;35,6;
00:01:42,196;26,0;26,0;31,4;35,6;26,1;35,6;
00:01:42,208;25,9;25,9;31,5;35,7;26,2;35,7;
00:01:42,221;25,9;25,9;31,5;35,7;26,2;35,7;
00:01:42,233;25,9;25,9;31,3;35,7;25,9;35,7;
00:01:42,245;25,9;25,9;31,5;35,7;26,1;35,7;
00:01:42,258;25,9;25,9;31,5;35,7;26,1;35,7;
00:01:42,270;25,8;25,8;31,4;35,7;26,0;35,7;
00:01:42,283;26,4;26,4;31,6;35,6;25,9;35,6;
00:01:42,295;25,9;25,9;31,6;35,3;26,2;35,3;
00:01:42,308;26,0;26,0;31,7;35,4;26,2;35,4;
00:01:42,320;26,0;26,0;31,8;35,5;26,1;35,5;
00:01:42,333;26,1;26,1;31,5;35,5;25,9;35,5;
00:01:42,345;25,9;25,9;31,6;35,3;26,1;35,3;
00:01:42,358;26,0;26,0;31,6;35,5;26,0;35,5;
00:01:42,370;26,0;26,0;31,6;35,6;25,9;35,6;
00:01:42,383;25,9;25,9;31,5;35,6;25,9;35,6;
00:01:42,395;25,8;25,8;31,7;36,8;26,0;36,8;
00:01:42,408;25,9;25,9;31,6;38,4;26,1;38,4;
00:01:42,420;25,9;25,9;31,5;39,9;26,1;39,9;
00:01:42,433;25,9;25,9;31,4;41,1;26,0;41,1;
00:01:42,445;25,9;25,9;31,5;42,9;26,0;42,9;
00:01:42,458;26,0;26,0;31,5;44,5;26,0;44,5;
00:01:42,470;26,0;26,0;31,4;46,1;26,0;46,1;
00:01:42,483;26,1;26,1;31,8;47,8;26,1;47,8;
00:01:42,495;26,3;26,3;31,7;49,3;25,9;49,3;
00:01:42,508;26,2;26,2;31,7;50,8;26,0;50,8;
00:01:42,520;26,1;26,1;31,7;52,3;26,1;52,3;
00:01:42,533;26,1;26,1;31,6;54,2;26,1;54,2;
00:01:42,545;26,0;26,0;31,5;55,4;25,7;55,4;
00:01:42,558;26,1;26,1;31,5;57,0;25,9;57,0;
00:01:42,570;26,1;26,1;31,5;58,6;26,1;58,6;
00:01:42,582;26,1;26,1;31,9;59,9;26,0;59,9;
00:01:42,595;26,2;26,2;31,7;61,6;26,2;61,6;
00:01:42,607;26,2;26,2;31,5;63,2;26,3;63,2;
00:01:42,620;26,1;26,1;31,6;64,4;25,9;64,4;
00:01:42,632;26,1;26,1;31,5;65,5;26,1;65,5;
00:01:42,645;26,2;26,2;31,6;67,1;26,1;67,1;
00:01:42,657;26,2;26,2;31,6;68,6;26,1;68,6;
00:01:42,670;26,2;26,2;31,5;69,7;26,0;69,7;
00:01:42,682;26,1;26,1;31,6;70,8;26,1;70,8;
00:01:42,695;26,4;26,4;31,7;72,2;26,2;72,2;
00:01:42,707;26,7;26,7;31,7;73,5;26,3;73,5;
00:01:42,720;26,4;26,4;31,8;74,4;26,4;74,4;
00:01:42,732;26,3;26,3;31,6;75,6;26,0;75,6;
00:01:42,745;26,3;26,3;31,6;76,8;26,0;76,8;
00:01:42,757;26,2;26,2;31,5;77,9;26,0;77,9;
00:01:42,770;26,3;26,3;31,5;78,7;25,9;78,7;
00:01:42,782;26,1;26,1;31,6;79,7;25,9;79,7;
00:01:42,795;26,2;26,2;31,6;80,5;25,9;80,5;
00:01:42,807;26,3;26,3;31,6;81,3;25,9;81,3;
00:01:42,820;26,1;26,1;31,5;82,2;26,0;82,2;
00:01:42,832;26,1;26,1;31,5;82,4;25,9;82,4;
00:01:42,845;26,1;26,1;31,5;82,9;25,8;82,9;
00:01:42,857;26,0;26,0;31,4;83,4;25,6;83,4;
00:01:42,870;26,5;26,5;31,5;84,0;26,2;84,0;
00:01:42,882;26,5;26,5;31,5;84,2;26,1;84,2;
00:01:42,895;26,4;26,4;31,5;84,4;25,9;84,4;
00:01:42,907;26,4;26,4;31,5;84,5;25,8;84,5;
00:01:42,919;26,3;26,3;31,5;84,6;25,9;84,6;
00:01:42,932;26,3;26,3;31,5;84,7;25,9;84,7;
00:01:42,944;26,3;26,3;31,5;84,7;25,9;84,7;
00:01:42,957;26,3;26,3;31,5;84,9;26,0;84,9;
00:01:42,969;26,1;26,1;31,5;84,7;25,9;84,7;
00:01:42,982;26,2;26,2;31,5;84,5;25,9;84,5;
00:01:42,994;26,3;26,3;31,4;84,3;25,8;84,3;
00:01:43,007;26,3;26,3;31,4;84,4;25,9;84,4;
00:01:43,019;26,4;26,4;31,8;84,0;26,1;84,0;
00:01:43,032;26,4;26,4;31,6;83,8;26,0;83,8;
00:01:43,044;26,4;26,4;31,4;83,6;25,9;83,6;
00:01:43,057;26,3;26,3;31,5;83,4;25,9;83,4;
00:01:43,069;26,4;26,4;31,6;83,3;25,7;83,3;
00:01:43,082;26,3;26,3;31,6;83,0;25,7;83,0;
00:01:43,094;26,1;26,1;31,5;82,6;25,6;82,6;
00:01:43,107;26,1;26,1;31,4;82,2;25,8;82,2;
00:01:43,119;26,4;26,4;31,5;82,4;25,7;82,4;
00:01:43,132;26,4;26,4;31,4;82,2;25,8;82,2;
00:01:43,144;26,3;26,3;31,3;81,9;25,9;81,9;
00:01:43,157;26,5;26,5;31,4;81,4;26,1;81,4;
00:01:43,169;26,5;26,5;31,5;81,2;25,9;81,2;
00:01:43,182;26,4;26,4;31,5;81,0;26,0;81,0;
00:01:43,194;26,3;26,3;31,5;80,7;26,1;80,7;
00:01:43,207;26,4;26,4;31,5;80,2;26,0;80,2;
00:01:43,219;26,4;26,4;31,5;79,9;26,0;79,9;
00:01:43,232;26,4;26,4;31,5;79,6;26,0;79,6;
00:01:43,244;26,5;26,5;31,6;79,3;26,1;79,3;
00:01:43,256;26,4;26,4;31,5;79,0;25,9;79,0;
00:01:43,269;26,6;26,6;31,6;78,6;26,0;78,6;
00:01:43,281;26,7;26,7;31,6;78,2;26,0;78,2;
00:01:43,294;26,4;26,4;31,7;78,0;25,9;78,0;
00:01:43,306;26,3;26,3;31,6;77,7;26,0;77,7;
00:01:43,319;26,3;26,3;31,5;77,4;26,0;77,4;
00:01:43,331;26,2;26,2;31,4;77,1;25,9;77,1;
00:01:43,344;26,2;26,2;31,5;76,8;26,1;76,8;
00:01:43,356;26,4;26,4;31,7;76,6;25,8;76,6;
00:01:43,369;26,4;26,4;31,6;76,2;26,0;76,2;
00:01:43,381;26,3;26,3;31,5;75,7;26,1;75,7;
00:01:43,394;26,4;26,4;31,6;75,5;25,9;75,5;
00:01:43,406;26,4;26,4;31,3;75,2;26,0;75,2;
00:01:43,419;26,4;26,4;31,4;74,9;26,0;74,9;
00:01:43,431;26,3;26,3;31,5;74,6;25,9;74,6;
00:01:43,444;26,3;26,3;31,2;74,2;25,8;74,2;
00:01:43,456;26,2;26,2;31,5;73,7;25,9;73,7;
00:01:43,469;26,4;26,4;31,5;73,6;26,0;73,6;
00:01:43,481;26,5;26,5;31,5;73,4;26,0;73,4;
00:01:43,494;26,4;26,4;31,5;73,0;25,9;73,0;
00:01:43,506;26,4;26,4;31,6;72,8;25,9;72,8;
00:01:43,519;26,3;26,3;31,6;72,6;25,9;72,6;
00:01:43,531;26,5;26,5;31,5;72,1;25,9;72,1;
00:01:43,544;26,4;26,4;31,5;71,8;26,0;71,8;
00:01:43,556;26,4;26,4;31,4;71,6;25,9;71,6;
00:01:43,568;26,4;26,4;31,3;71,4;25,8;71,4;
00:01:43,581;26,7;26,7;31,5;70,9;25,9;70,9;
00:01:43,593;26,5;26,5;31,5;70,8;25,9;70,8;
00:01:43,606;26,5;26,5;31,6;70,5;25,9;70,5;
00:01:43,618;26,4;26,4;31,6;70,1;25,9;70,1;
00:01:43,631;26,2;26,2;31,5;70,1;26,0;70,1;
00:01:43,643;26,4;26,4;31,4;69,6;26,4;69,6;
00:01:43,656;26,4;26,4;31,5;69,4;26,2;69,4;
00:01:43,668;26,4;26,4;31,5;69,2;26,0;69,2;
00:01:43,681;26,4;26,4;31,6;69,0;26,1;69,0;
00:01:43,693;26,5;26,5;31,6;68,5;25,9;68,5;
00:01:43,706;26,5;26,5;31,6;68,3;25,9;68,3;
00:01:43,718;26,5;26,5;31,6;68,1;25,9;68,1;
00:01:43,731;26,8;26,8;31,7;67,9;26,0;67,9;
00:01:43,743;26,5;26,5;31,5;67,3;25,8;67,3;
00:01:43,756;26,5;26,5;31,6;67,3;25,9;67,3;
00:01:43,768;26,5;26,5;31,6;67,2;25,9;67,2;
00:01:43,781;26,4;26,4;31,4;66,9;25,9;66,9;
00:01:43,793;26,4;26,4;32,0;66,3;25,9;66,3;
00:01:43,806;26,5;26,5;31,8;66,3;26,1;66,3;
00:01:43,818;26,6;26,6;31,6;66,2;26,3;66,2;
00:01:43,831;26,5;26,5;31,5;66,2;26,1;66,2;
00:01:43,843;26,4;26,4;31,5;65,8;26,1;65,8;
00:01:43,856;26,3;26,3;31,5;65,3;26,1;65,3;
00:01:43,868;26,8;26,8;31,5;65,3;25,9;65,3;
00:01:43,881;26,6;26,6;31,8;65,1;25,9;65,1;
00:01:43,893;26,7;26,7;31,9;65,0;26,1;65,0;
00:01:43,905;26,7;26,7;32,0;64,8;26,2;64,8;
00:01:43,918;26,7;26,7;31,9;64,4;26,1;64,4;
00:01:43,930;26,8;26,8;31,6;64,2;26,0;64,2;
00:01:43,943;26,7;26,7;31,6;63,9;26,0;63,9;
00:01:43,955;26,6;26,6;31,5;63,6;26,0;63,6;
00:01:43,968;26,7;26,7;31,5;63,2;25,9;63,2;
00:01:43,980;26,6;26,6;31,6;63,3;26,0;63,3;
00:01:43,993;26,5;26,5;31,8;63,2;26,1;63,2;
00:01:44,005;26,4;26,4;31,9;63,0;26,2;63,0;
00:01:44,018;26,5;26,5;31,7;62,7;26,0;62,7;
00:01:44,030;26,6;26,6;31,8;62,3;26,2;62,3;
00:01:44,043;26,7;26,7;31,6;62,3;26,0;62,3;
00:01:44,055;26,8;26,8;31,4;62,2;25,8;62,2;
00:01:44,068;26,9;26,9;31,5;61,5;26,0;61,5;
00:01:44,080;26,4;26,4;31,6;61,4;26,0;61,4;
00:01:44,093;26,6;26,6;31,4;61,3;26,0;61,3;
00:01:44,105;26,7;26,7;31,2;61,1;26,0;61,1;
00:01:44,118;26,4;26,4;31,6;60,7;25,7;60,7;
00:01:44,130;26,4;26,4;31,6;60,7;25,7;60,7;
00:01:44,143;26,3;26,3;31,5;60,7;25,7;60,7;
00:01:44,155;26,5;26,5;31,7;60,1;26,0;60,1;
00:01:44,168;26,6;26,6;31,5;60,2;25,9;60,2;
00:01:44,180;26,6;26,6;31,7;60,0;26,0;60,0;
00:01:44,193;26,6;26,6;31,8;59,7;26,0;59,7;
00:01:44,205;26,8;26,8;31,6;59,8;26,1;59,8;
00:01:44,218;26,7;26,7;31,5;59,7;26,4;59,7;
00:01:44,230;26,8;26,8;31,6;59,3;26,4;59,3;
00:01:44,242;26,8;26,8;31,6;58,9;26,3;58,9;
00:01:44,255;26,7;26,7;31,7;59,0;25,9;59,0;
00:01:44,267;26,6;26,6;31,5;58,6;25,9;58,6;
00:01:44,280;26,7;26,7;31,4;58,4;25,8;58,4;
00:01:44,292;26,7;26,7;31,2;58,2;25,7;58,2;
00:01:44,305;26,8;26,8;31,5;58,0;26,0;58,0;
00:01:44,317;26,6;26,6;31,5;57,9;25,9;57,9;
00:01:44,330;26,7;26,7;31,5;57,8;25,8;57,8;
00:01:44,342;26,8;26,8;31,5;57,6;25,7;57,6;
00:01:44,355;26,7;26,7;31,4;57,3;26,1;57,3;
00:01:44,367;26,8;26,8;31,7;57,4;25,7;57,4;
00:01:44,380;26,7;26,7;31,7;57,2;25,7;57,2;
00:01:44,392;26,6;26,6;31,6;57,0;25,7;57,0;
00:01:44,405;26,6;26,6;31,5;56,9;25,9;56,9;
00:01:44,417;26,5;26,5;31,4;56,8;26,0;56,8;
00:01:44,430;26,6;26,6;31,6;56,5;25,9;56,5;
00:01:44,442;26,6;26,6;31,7;56,2;25,8;56,2;
00:01:44,455;26,6;26,6;31,4;56,3;25,9;56,3;
00:01:44,467;26,7;26,7;31,7;56,0;26,0;56,0;
00:01:44,480;26,7;26,7;32,0;55,7;26,0;55,7;
00:01:44,492;26,5;26,5;31,6;55,7;26,0;55,7;
00:01:44,505;26,8;26,8;31,6;55,6;26,0;55,6;
00:01:44,517;26,7;26,7;31,6;55,5;26,0;55,5;
00:01:44,530;26,6;26,6;31,6;55,3;25,9;55,3;
00:01:44,542;26,8;26,8;31,7;55,1;26,2;55,1;
00:01:44,555;26,9;26,9;31,8;55,1;26,2;55,1;
00:01:44,567;26,7;26,7;31,7;54,9;26,0;54,9;
00:01:44,579;26,4;26,4;31,5;54,6;25,8;54,6;
00:01:44,592;26,6;26,6;31,5;54,5;25,6;54,5;
00:01:44,604;26,4;26,4;31,5;54,6;25,8;54,6;
00:01:44,617;26,6;26,6;31,5;54,2;25,8;54,2;
00:01:44,629;26,7;26,7;31,4;53,8;25,7;53,8;
00:01:44,642;26,4;26,4;31,4;54,0;25,9;54,0;
00:01:44,654;26,7;26,7;31,2;53,8;25,5;53,8;
00:01:44,667;26,7;26,7;31,2;53,7;25,7;53,7;
00:01:44,679;26,6;26,6;31,2;53,6;25,9;53,6;
00:01:44,692;26,3;26,3;31,4;53,4;25,6;53,4;
00:01:44,704;26,6;26,6;31,5;53,4;25,9;53,4;
00:01:44,717;26,8;26,8;31,6;53,4;25,9;53,4;
00:01:44,729;26,9;26,9;31,6;53,3;25,8;53,3;
00:01:44,742;26,9;26,9;31,4;52,8;25,8;52,8;
00:01:44,754;26,4;26,4;31,5;52,9;25,9;52,9;
00:01:44,767;26,7;26,7;31,5;52,9;25,9;52,9;
00:01:44,779;26,9;26,9;31,5;52,8;25,9;52,8;
00:01:44,792;26,6;26,6;31,5;52,5;25,7;52,5;
00:01:44,804;26,6;26,6;31,5;52,5;25,7;52,5;
00:01:44,817;26,5;26,5;31,4;52,4;25,7;52,4;
00:01:44,829;26,4;26,4;31,6;52,0;25,7;52,0;
00:01:44,842;27,0;27,0;31,5;52,2;25,9;52,2;
00:01:44,854;26,9;26,9;31,5;52,0;25,8;52,0;
00:01:44,867;26,7;26,7;31,5;51,7;25,7;51,7;
00:01:44,879;26,7;26,7;31,6;51,6;25,9;51,6;
00:01:44,892;26,7;26,7;31,5;51,5;25,9;51,5;
00:01:44,904;26,7;26,7;31,5;51,4;25,9;51,4;
00:01:44,916;26,7;26,7;31,5;51,2;25,8;51,2;
00:01:44,929;26,8;26,8;31,6;51,3;25,9;51,3;
00:01:44,941;27,1;27,1;31,5;51,2;26,1;51,2;
00:01:44,954;27,0;27,0;31,5;51,0;25,9;51,0;
00:01:44,966;26,9;26,9;31,5;50,7;25,7;50,7;
00:01:44,979;26,7;26,7;31,6;50,8;25,9;50,8;
00:01:44,991;26,5;26,5;31,6;50,5;25,9;50,5;
00:01:45,004;26,7;26,7;31,7;50,5;25,9;50,5;
00:01:45,016;26,9;26,9;31,8;50,4;25,9;50,4;
00:01:45,029;26,6;26,6;31,6;50,0;25,9;50,0;
00:01:45,041;26,6;26,6;31,6;50,3;25,9;50,3;
00:01:45,054;26,7;26,7;31,8;50,2;26,0;50,2;
00:01:45,066;26,8;26,8;31,9;50,1;26,0;50,1;
00:01:45,079;26,9;26,9;31,5;50,0;26,0;50,0;
00:01:45,091;26,9;26,9;31,6;49,7;26,0;49,7;
00:01:45,104;26,8;26,8;31,6;49,4;25,9;49,4;
00:01:45,116;27,0;27,0;31,5;49,5;25,7;49,5;
00:01:45,129;26,9;26,9;31,7;49,6;25,8;49,6;
00:01:45,141;26,8;26,8;31,6;49,3;25,8;49,3;
00:01:45,154;26,6;26,6;31,5;49,0;25,8;49,0;
00:01:45,166;26,8;26,8;31,5;49,0;26,0;49,0;
00:01:45,179;26,8;26,8;31,3;48,9;25,7;48,9;
00:01:45,191;26,9;26,9;31,4;48,8;25,8;48,8;
00:01:45,204;26,9;26,9;31,5;48,6;25,8;48,6;
00:01:45,216;27,1;27,1;31,7;48,8;25,7;48,8;
00:01:45,228;26,7;26,7;31,5;48,9;25,7;48,9;
00:01:45,241;26,8;26,8;31,5;48,6;25,8;48,6;
00:01:45,253;26,9;26,9;31,5;48,3;25,9;48,3;
00:01:45,266;26,6;26,6;31,5;48,7;25,7;48,7;
00:01:45,278;26,6;26,6;31,5;48,0;25,9;48,0;
00:01:45,291;26,7;26,7;31,5;48,0;25,9;48,0;
00:01:45,303;26,8;26,8;31,4;48,0;25,9;48,0;
00:01:45,316;26,9;26,9;31,8;48,0;25,9;48,0;
00:01:45,328;26,8;26,8;31,7;47,8;25,8;47,8;
00:01:45,341;26,7;26,7;31,7;47,9;25,9;47,9;
00:01:45,353;26,6;26,6;31,6;47,9;25,9;47,9;
00:01:45,366;27,1;27,1;31,7;47,5;25,8;47,5;
00:01:45,378;26,9;26,9;31,6;47,5;25,9;47,5;
00:01:45,391;26,8;26,8;31,6;47,3;26,0;47,3;
00:01:45,403;26,6;26,6;31,6;47,0;26,1;47,0;
00:01:45,416;26,6;26,6;31,5;47,3;26,0;47,3;
00:01:45,428;26,6;26,6;31,5;47,2;26,0;47,2;
00:01:45,441;26,6;26,6;31,4;47,1;25,9;47,1;
00:01:45,453;26,6;26,6;31,6;46,8;25,7;46,8;
00:01:45,466;26,7;26,7;31,7;46,9;25,6;46,9;
00:01:45,478;26,7;26,7;31,8;46,9;25,6;46,9;
00:01:45,491;26,6;26,6;31,9;46,9;25,6;46,9;
00:01:45,503;27,1;27,1;31,5;46,9;25,6;46,9;
00:01:45,516;26,8;26,8;31,5;46,3;25,9;46,3;
00:01:45,528;26,9;26,9;31,6;46,4;25,8;46,4;
00:01:45,541;26,9;26,9;31,6;46,4;25,7;46,4;
00:01:45,553;27,1;27,1;31,5;46,4;25,8;46,4;
00:01:45,565;27,0;27,0;31,7;46,3;25,8;46,3;
00:01:45,578;26,9;26,9;31,8;46,2;26,0;46,2;
00:01:45,590;26,7;26,7;31,8;46,1;26,1;46,1;
00:01:45,603;27,1;27,1;31,5;46,1;25,9;46,1;
00:01:45,615;26,9;26,9;31,6;46,3;26,0;46,3;
00:01:45,628;26,9;26,9;31,6;46,2;26,0;46,2;
00:01:45,640;26,9;26,9;31,6;46,0;25,9;46,0;
00:01:45,653;27,0;27,0;32,0;45,8;26,1;45,8;
00:01:45,665;27,1;27,1;31,6;45,7;25,8;45,7;
00:01:45,678;27,0;27,0;31,6;45,6;26,0;45,6;
00:01:45,690;26,9;26,9;31,6;45,5;26,1;45,5;
00:01:45,703;26,9;26,9;31,5;45,3;26,0;45,3;
00:01:45,715;26,9;26,9;31,5;45,4;26,0;45,4;
00:01:45,728;26,9;26,9;31,5;45,4;26,0;45,4;
00:01:45,740;26,9;26,9;31,7;45,1;25,8;45,1;
00:01:45,753;27,1;27,1;31,6;45,0;25,8;45,0;
00:01:45,765;27,1;27,1;31,6;44,9;25,8;44,9;
00:01:45,778;27,0;27,0;31,6;44,8;25,7;44,8;
00:01:45,790;27,0;27,0;31,6;44,7;25,8;44,7;
00:01:45,803;26,8;26,8;31,5;44,9;25,9;44,9;
00:01:45,815;26,9;26,9;31,5;44,7;25,9;44,7;
00:01:45,828;26,9;26,9;31,5;44,5;25,8;44,5;
00:01:45,840;26,7;26,7;31,7;44,8;25,8;44,8;
00:01:45,853;26,9;26,9;31,7;44,6;25,9;44,6;
00:01:45,865;27,1;27,1;31,7;44,6;25,9;44,6;
00:01:45,878;27,2;27,2;31,6;44,5;25,9;44,5;
00:01:45,890;26,7;26,7;31,6;44,3;25,9;44,3;
00:01:45,902;26,9;26,9;31,6;44,2;25,9;44,2;
00:01:45,915;26,9;26,9;31,6;44,3;25,9;44,3;
00:01:45,927;26,9;26,9;31,6;44,4;25,9;44,4;
00:01:45,940;27,2;27,2;31,6;44,2;26,0;44,2;
00:01:45,952;26,9;26,9;31,6;43,9;25,8;43,9;
00:01:45,965;26,9;26,9;31,6;43,9;25,9;43,9;
00:01:45,977;26,9;26,9;31,6;43,9;25,9;43,9;
00:01:45,990;27,1;27,1;31,6;43,9;25,8;43,9;
00:01:46,002;27,2;27,2;32,0;43,7;26,0;43,7;
00:01:46,015;27,2;27,2;31,8;43,9;26,0;43,9;
00:01:46,027;27,2;27,2;31,6;44,0;25,9;44,0;
00:01:46,040;26,9;26,9;32,0;44,0;25,9;44,0;
00:01:46,052;27,0;27,0;31,8;43,7;25,9;43,7;
00:01:46,065;27,0;27,0;31,6;43,4;25,9;43,4;
00:01:46,077;27,4;27,4;31,9;43,4;26,3;43,4;
00:01:46,090;27,1;27,1;31,7;43,5;26,2;43,5;
00:01:46,102;27,2;27,2;31,7;43,6;26,2;43,6;
00:01:46,115;27,2;27,2;31,6;43,6;26,1;43,6;
00:01:46,127;27,0;27,0;31,7;43,1;26,0;43,1;
00:01:46,140;27,3;27,3;31,6;43,0;25,9;43,0;
00:01:46,152;27,2;27,2;31,7;42,9;25,9;42,9;
00:01:46,165;27,1;27,1;31,7;42,8;25,9;42,8;
00:01:46,177;26,9;26,9;31,8;42,9;26,0;42,9;
00:01:46,190;27,1;27,1;31,6;42,6;26,0;42,6;
00:01:46,202;27,1;27,1;31,6;42,6;26,0;42,6;
00:01:46,215;27,1;27,1;31,6;42,6;26,0;42,6;
00:01:46,227;27,1;27,1;31,6;42,5;26,0;42,5;
00:01:46,239;26,9;26,9;31,9;42,6;25,9;42,6;
00:01:46,252;27,0;27,0;31,8;42,5;25,8;42,5;
00:01:46,264;27,0;27,0;31,7;42,4;25,7;42,4;
00:01:46,277;26,9;26,9;31,8;42,1;26,0;42,1;
00:01:46,289;27,6;27,6;31,6;42,3;26,2;42,3;
00:01:46,302;27,4;27,4;31,6;42,2;26,0;42,2;
00:01:46,314;27,1;27,1;31,6;42,1;25,8;42,1;
00:01:46,327;26,9;26,9;31,7;42,2;26,1;42,2;
00:01:46,339;26,9;26,9;31,7;42,1;26,1;42,1;
00:01:46,352;26,9;26,9;31,6;42,0;26,0;42,0;
00:01:46,364;27,0;27,0;31,6;41,9;25,9;41,9;
00:01:46,377;26,9;26,9;31,6;42,3;26,1;42,3;
00:01:46,389;26,9;26,9;31,6;42,1;26,0;42,1;
00:01:46,402;26,8;26,8;31,5;41,8;25,9;41,8;
00:01:46,414;27,1;27,1;31,5;41,6;26,1;41,6;
00:01:46,427;27,0;27,0;31,8;41,7;25,9;41,7;
00:01:46,439;27,1;27,1;31,7;41,8;25,8;41,8;
00:01:46,452;27,2;27,2;31,6;41,8;25,7;41,8;
00:01:46,464;26,9;26,9;31,7;41,4;25,9;41,4;
00:01:46,477;27,2;27,2;31,7;41,8;25,9;41,8;
00:01:46,489;27,1;27,1;31,8;41,7;26,0;41,7;
00:01:46,502;26,9;26,9;31,8;41,5;26,1;41,5;
00:01:46,514;27,1;27,1;31,5;41,4;25,9;41,4;
00:01:46,527;27,2;27,2;31,6;41,1;25,7;41,1;
00:01:46,539;27,4;27,4;31,7;41,1;25,9;41,1;
00:01:46,552;27,5;27,5;31,8;41,1;26,1;41,1;
00:01:46,564;27,0;27,0;31,6;41,1;25,9;41,1;
00:01:46,576;27,1;27,1;31,6;41,4;26,1;41,4;
00:01:46,589;27,1;27,1;31,6;41,3;26,1;41,3;
00:01:46,601;27,1;27,1;31,6;41,1;26,1;41,1;
00:01:46,614;27,1;27,1;31,6;41,1;25,9;41,1;
00:01:46,626;27,5;27,5;31,7;41,3;25,9;41,3;
00:01:46,639;27,6;27,6;31,8;41,2;26,0;41,2;
00:01:46,651;27,6;27,6;31,9;41,0;26,1;41,0;
00:01:46,664;27,4;27,4;32,0;40,9;26,1;40,9;
00:01:46,676;27,3;27,3;32,0;40,9;26,2;40,9;
00:01:46,689;27,2;27,2;31,9;40,8;26,2;40,8;
00:01:46,701;27,1;27,1;32,0;40,9;26,0;40,9;
00:01:46,714;27,4;27,4;32,0;40,8;26,2;40,8;
00:01:46,726;27,7;27,7;32,1;41,0;26,3;41,0;
00:01:46,739;27,9;27,9;32,2;41,2;26,4;41,2;
00:01:46,751;27,5;27,5;32,2;41,0;26,1;41,0;
00:01:46,764;27,7;27,7;32,0;40,9;26,2;40,9;
00:01:46,776;27,6;27,6;32,0;40,8;26,4;40,8;
00:01:46,789;27,5;27,5;32,0;40,6;26,5;40,6;
00:01:46,801;27,9;27,9;32,0;40,6;26,2;40,6;
00:01:46,814;27,4;27,4;31,8;40,8;26,2;40,8;
00:01:46,826;27,4;27,4;31,9;40,7;26,2;40,7;
00:01:46,839;27,4;27,4;32,0;40,5;26,2;40,5;
00:01:46,851;27,4;27,4;32,0;40,6;26,1;40,6;
