[Connect DataFile][1.1]
Date:;30.06.2025
Time:;14:37:33,219
Unit:;C
Resolution:;0,0124812
Values:;6
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;Deformation;Area 15;
00:00:00,411;25,6;25,6;31,8;26,1;26,0;26,1;
00:00:00,424;25,6;25,6;31,8;26,1;25,9;26,1;
00:00:00,436;25,6;25,6;31,8;26,1;25,7;26,1;
00:00:00,449;25,8;25,8;31,8;26,0;25,8;25,9;
00:00:00,461;25,6;25,6;31,9;26,0;26,0;25,9;
00:00:00,474;25,6;25,6;32,0;26,1;26,1;26,1;
00:00:00,486;25,6;25,6;31,9;26,0;25,9;26,0;
00:00:00,499;25,9;25,9;32,0;26,1;25,9;26,1;
00:00:00,511;25,7;25,7;31,8;26,1;25,9;26,0;
00:00:00,524;25,9;25,9;31,9;26,0;26,0;26,0;
00:00:00,536;25,8;25,8;31,9;26,1;26,0;26,0;
00:00:00,549;25,7;25,7;31,9;26,1;25,9;26,0;
00:00:00,561;25,9;25,9;31,9;26,1;25,8;26,1;
00:00:00,574;25,7;25,7;31,9;26,0;25,9;26,0;
00:00:00,586;25,5;25,5;32,2;25,9;25,8;25,9;
00:00:00,599;25,7;25,7;32,0;26,1;25,7;26,1;
00:00:00,611;25,6;25,6;32,4;26,0;25,9;26,0;
00:00:00,624;25,6;25,6;32,2;26,1;25,9;26,1;
00:00:00,636;25,6;25,6;31,9;26,1;25,8;26,1;
00:00:00,649;25,6;25,6;32,0;26,0;25,8;26,0;
00:00:00,661;25,6;25,6;31,9;26,0;26,0;25,9;
00:00:00,673;25,8;25,8;31,9;26,1;25,8;26,1;
00:00:00,686;25,8;25,8;31,9;26,1;25,8;26,1;
00:00:00,698;25,8;25,8;31,9;26,0;26,0;25,9;
00:00:00,711;25,6;25,6;31,9;26,0;25,9;26,0;
00:00:00,723;25,7;25,7;31,8;26,1;26,0;26,0;
00:00:00,736;25,6;25,6;31,8;26,0;25,8;25,9;
00:00:00,748;25,7;25,7;31,8;26,0;25,8;25,9;
00:00:00,761;25,6;25,6;31,9;26,1;25,9;26,1;
00:00:00,773;25,6;25,6;31,9;26,1;25,9;26,1;
00:00:00,786;25,8;25,8;31,8;26,3;25,7;26,3;
00:00:00,798;25,6;25,6;31,8;25,9;25,8;25,9;
00:00:00,811;25,6;25,6;31,9;25,9;25,7;25,9;
00:00:00,823;25,5;25,5;32,0;25,9;25,6;25,9;
00:00:00,836;25,6;25,6;32,2;25,9;25,9;25,9;
00:00:00,848;25,6;25,6;31,9;26,0;25,8;26,0;
00:00:00,861;25,7;25,7;31,9;26,0;25,7;25,9;
00:00:00,873;25,7;25,7;31,9;25,9;25,6;25,8;
00:00:00,886;25,6;25,6;32,1;25,8;25,8;25,8;
00:00:00,898;25,6;25,6;31,9;26,0;25,7;26,0;
00:00:00,911;25,9;25,9;31,9;26,2;25,9;26,1;
00:00:00,923;25,9;25,9;31,9;26,1;25,8;26,1;
00:00:00,936;25,6;25,6;32,0;26,1;25,8;26,1;
00:00:00,948;25,8;25,8;31,8;26,1;25,9;26,1;
00:00:00,961;25,7;25,7;32,0;26,0;25,9;26,0;
00:00:00,973;25,7;25,7;32,0;26,2;26,0;26,2;
00:00:00,986;25,7;25,7;32,3;26,1;26,1;26,1;
00:00:00,998;25,8;25,8;32,0;26,0;25,9;26,0;
00:00:01,010;25,7;25,7;31,9;25,9;25,9;25,9;
00:00:01,023;25,7;25,7;32,0;26,0;26,0;26,0;
00:00:01,035;25,6;25,6;32,0;26,1;26,0;26,1;
00:00:01,048;25,7;25,7;32,2;26,1;26,0;26,1;
00:00:01,060;25,7;25,7;32,2;26,1;26,0;26,1;
00:00:01,073;25,8;25,8;31,9;26,1;25,9;26,1;
00:00:01,085;25,7;25,7;32,1;26,2;25,9;26,2;
00:00:01,098;25,6;25,6;32,2;26,2;25,9;26,2;
00:00:01,110;25,6;25,6;32,1;26,1;26,1;26,1;
00:00:01,123;25,7;25,7;32,0;26,1;26,1;26,1;
00:00:01,135;25,8;25,8;31,9;26,1;26,1;26,1;
00:00:01,148;25,6;25,6;32,0;25,9;25,9;25,9;
00:00:01,160;25,9;25,9;32,0;25,9;25,9;25,9;
00:00:01,173;25,6;25,6;32,0;26,0;25,7;26,0;
00:00:01,185;25,6;25,6;31,9;26,1;25,9;26,1;
00:00:01,198;25,9;25,9;32,1;26,4;25,9;26,1;
00:00:01,210;25,7;25,7;32,1;26,0;25,7;26,0;
00:00:01,223;25,7;25,7;31,9;26,1;26,0;25,9;
00:00:01,235;25,7;25,7;31,9;26,1;26,0;25,9;
00:00:01,248;25,9;25,9;31,8;26,1;26,0;26,1;
00:00:01,260;25,8;25,8;31,9;26,2;25,9;26,2;
00:00:01,273;25,6;25,6;31,9;26,2;25,8;26,2;
00:00:01,285;25,8;25,8;31,9;26,1;26,1;25,9;
00:00:01,298;25,9;25,9;31,8;26,2;26,0;26,2;
00:00:01,310;25,8;25,8;32,2;26,2;25,9;26,2;
00:00:01,323;25,7;25,7;32,0;26,0;25,9;26,0;
00:00:01,335;25,6;25,6;31,9;26,2;26,0;26,2;
00:00:01,347;25,9;25,9;31,9;26,1;26,1;26,1;
00:00:01,360;25,8;25,8;32,1;26,4;26,0;26,4;
00:00:01,372;25,8;25,8;32,1;26,4;26,0;26,4;
00:00:01,385;25,9;25,9;32,0;26,2;26,1;26,1;
00:00:01,397;25,9;25,9;32,2;26,3;26,1;26,3;
00:00:01,410;25,9;25,9;32,3;26,4;26,1;26,4;
00:00:01,422;26,0;26,0;32,0;26,0;25,9;26,0;
00:00:01,435;25,8;25,8;32,0;26,2;26,1;26,1;
00:00:01,447;26,1;26,1;32,2;26,3;25,9;26,3;
00:00:01,460;25,7;25,7;32,1;26,2;25,9;26,2;
00:00:01,472;25,9;25,9;32,2;26,3;26,1;26,1;
00:00:01,485;25,8;25,8;31,9;26,0;25,8;25,9;
00:00:01,497;25,6;25,6;32,2;26,1;26,0;26,1;
00:00:01,510;25,7;25,7;32,0;26,2;26,1;26,1;
00:00:01,522;25,8;25,8;32,0;26,1;26,0;26,1;
00:00:01,535;25,8;25,8;31,9;26,2;26,1;26,0;
00:00:01,547;25,8;25,8;31,9;26,2;26,1;26,0;
00:00:01,560;26,1;26,1;32,2;26,1;26,0;26,1;
00:00:01,572;25,8;25,8;32,0;26,1;25,9;26,1;
00:00:01,585;25,9;25,9;32,0;26,1;26,1;26,1;
00:00:01,597;25,8;25,8;32,0;26,2;26,2;26,1;
00:00:01,610;25,7;25,7;31,9;26,2;26,2;26,0;
00:00:01,622;25,8;25,8;32,0;26,4;25,9;26,1;
00:00:01,635;25,8;25,8;32,1;26,2;25,9;26,1;
00:00:01,647;25,7;25,7;32,2;26,0;25,9;26,0;
00:00:01,659;25,7;25,7;31,8;26,0;25,9;26,0;
00:00:01,672;25,7;25,7;31,9;26,0;25,9;26,0;
00:00:01,684;25,5;25,5;31,8;26,1;25,9;26,1;
00:00:01,697;25,6;25,6;31,9;26,0;25,9;26,0;
00:00:01,709;25,6;25,6;31,9;25,9;25,9;25,9;
00:00:01,722;25,6;25,6;32,0;26,1;25,9;26,0;
00:00:01,734;25,8;25,8;32,0;26,1;25,9;26,0;
00:00:01,747;25,9;25,9;31,9;26,1;25,9;26,0;
00:00:01,759;25,8;25,8;32,0;26,2;25,8;26,2;
00:00:01,772;25,6;25,6;31,9;26,1;25,9;26,1;
00:00:01,784;25,6;25,6;32,0;25,9;25,8;25,9;
00:00:01,797;25,9;25,9;31,9;26,0;25,7;26,0;
00:00:01,809;25,6;25,6;31,7;25,9;25,9;25,9;
00:00:01,822;25,5;25,5;32,0;26,0;25,7;26,0;
00:00:01,834;25,6;25,6;31,8;26,1;25,9;25,9;
00:00:01,847;25,7;25,7;31,8;26,0;25,9;26,0;
00:00:01,859;25,6;25,6;31,9;25,9;25,9;25,9;
00:00:01,872;25,6;25,6;32,0;26,0;26,0;25,9;
00:00:01,884;25,6;25,6;32,0;26,0;26,0;25,9;
00:00:01,897;25,5;25,5;32,0;25,9;25,9;25,9;
00:00:01,909;25,8;25,8;31,9;25,9;25,9;25,9;
00:00:01,922;25,5;25,5;31,8;26,0;25,7;25,9;
00:00:01,934;25,7;25,7;31,9;26,0;25,7;26,0;
00:00:01,947;25,6;25,6;31,9;26,0;25,9;26,0;
00:00:01,959;25,7;25,7;31,7;26,0;25,8;26,0;
00:00:01,972;25,7;25,7;31,9;26,0;26,0;25,9;
00:00:01,984;25,5;25,5;32,1;26,3;25,8;26,3;
00:00:01,996;26,0;26,0;32,0;26,1;25,7;26,0;
00:00:02,009;25,6;25,6;32,0;26,1;25,7;26,1;
00:00:02,021;25,6;25,6;32,0;26,1;25,8;26,0;
00:00:02,034;25,6;25,6;31,9;26,0;25,9;25,8;
00:00:02,046;25,6;25,6;31,9;25,9;25,9;25,9;
00:00:02,059;25,6;25,6;32,0;25,9;25,9;25,9;
00:00:02,071;25,6;25,6;32,0;25,9;25,9;25,9;
00:00:02,084;25,6;25,6;32,0;25,9;25,9;25,9;
00:00:02,096;25,6;25,6;31,9;25,9;25,8;25,9;
00:00:02,109;25,7;25,7;31,9;26,1;26,1;25,9;
00:00:02,121;25,7;25,7;31,9;26,1;26,1;25,9;
00:00:02,134;25,6;25,6;32,0;26,1;25,9;26,1;
00:00:02,146;25,6;25,6;31,7;25,9;25,7;25,7;
00:00:02,159;25,6;25,6;31,7;25,9;25,7;25,7;
00:00:02,171;25,7;25,7;32,0;26,0;25,9;25,9;
00:00:02,184;25,7;25,7;32,0;26,1;26,0;26,0;
00:00:02,196;25,6;25,6;32,0;26,1;26,0;26,1;
00:00:02,209;25,9;25,9;32,1;26,0;25,9;26,0;
00:00:02,221;25,8;25,8;32,0;26,0;25,8;26,0;
00:00:02,234;25,6;25,6;31,9;25,9;25,7;25,9;
00:00:02,246;25,7;25,7;31,8;25,9;25,8;25,9;
00:00:02,259;25,7;25,7;31,8;25,9;25,8;25,9;
00:00:02,271;25,7;25,7;31,8;25,9;25,8;25,9;
00:00:02,284;25,6;25,6;31,6;26,0;26,0;26,0;
00:00:02,296;25,6;25,6;31,9;26,0;26,0;26,0;
00:00:02,309;25,6;25,6;32,1;25,9;25,9;25,9;
00:00:02,321;25,8;25,8;32,3;26,0;25,9;25,9;
00:00:02,333;25,6;25,6;31,8;26,1;25,8;25,9;
00:00:02,346;25,6;25,6;32,0;25,9;25,9;25,9;
00:00:02,358;25,7;25,7;32,0;26,1;25,7;26,1;
00:00:02,371;25,6;25,6;31,6;26,0;25,7;26,0;
00:00:02,383;25,4;25,4;31,8;26,1;25,8;26,1;
00:00:02,396;25,6;25,6;31,9;25,9;25,6;25,9;
00:00:02,408;25,5;25,5;31,6;25,9;25,6;25,8;
00:00:02,421;25,4;25,4;31,8;25,9;25,6;25,9;
00:00:02,433;25,4;25,4;31,8;25,9;25,6;25,9;
00:00:02,446;25,4;25,4;31,6;25,8;25,7;25,8;
00:00:02,458;25,5;25,5;31,8;25,9;25,8;25,7;
00:00:02,471;25,5;25,5;31,8;25,9;25,8;25,7;
00:00:02,483;25,6;25,6;31,6;26,0;25,8;26,0;
00:00:02,496;25,7;25,7;31,7;26,0;25,8;26,0;
00:00:02,508;25,7;25,7;31,8;25,9;25,7;25,9;
00:00:02,521;25,6;25,6;32,0;26,1;25,9;26,0;
00:00:02,533;25,6;25,6;31,9;26,0;25,9;26,0;
00:00:02,546;25,6;25,6;31,7;25,9;25,8;25,9;
00:00:02,558;25,7;25,7;31,9;26,1;25,7;25,9;
00:00:02,571;25,4;25,4;31,7;25,9;25,7;25,9;
00:00:02,583;25,4;25,4;32,0;25,9;25,7;25,8;
00:00:02,596;25,7;25,7;31,9;25,9;25,8;25,8;
00:00:02,608;25,5;25,5;31,9;25,9;25,7;25,8;
00:00:02,621;25,6;25,6;31,7;25,9;25,7;25,9;
00:00:02,633;25,6;25,6;31,9;26,0;25,9;26,0;
00:00:02,646;25,6;25,6;31,6;25,9;25,9;25,9;
00:00:02,658;25,4;25,4;31,9;25,9;25,9;25,8;
00:00:02,670;25,5;25,5;31,8;25,9;25,8;25,8;
00:00:02,683;25,7;25,7;31,7;25,9;25,9;25,8;
00:00:02,695;25,4;25,4;31,7;25,9;25,6;25,9;
00:00:02,708;25,5;25,5;31,9;25,9;25,9;25,9;
00:00:02,720;25,6;25,6;31,9;26,0;25,7;26,0;
00:00:02,733;25,6;25,6;31,9;26,1;26,1;25,9;
00:00:02,745;25,6;25,6;31,9;26,1;26,1;25,9;
00:00:02,758;25,6;25,6;31,9;26,1;26,0;26,1;
00:00:02,770;25,6;25,6;31,9;25,9;25,7;25,9;
00:00:02,783;25,6;25,6;31,9;25,9;25,7;25,9;
00:00:02,795;25,5;25,5;32,0;25,9;25,9;25,9;
00:00:02,808;25,5;25,5;31,8;25,9;25,9;25,9;
00:00:02,820;25,5;25,5;31,6;25,8;25,8;25,8;
00:00:02,833;25,5;25,5;31,5;25,9;25,6;25,6;
00:00:02,845;25,6;25,6;31,8;26,0;25,7;25,9;
00:00:02,858;26,0;26,0;31,8;26,1;26,1;26,0;
00:00:02,870;25,6;25,6;32,0;26,0;25,8;25,9;
00:00:02,883;25,4;25,4;32,0;25,9;25,8;25,9;
00:00:02,895;25,5;25,5;31,9;26,0;25,7;25,9;
00:00:02,908;25,7;25,7;31,8;25,9;25,9;25,9;
00:00:02,920;26,0;26,0;31,8;26,0;25,8;26,0;
00:00:02,933;25,8;25,8;32,1;26,4;25,9;26,1;
00:00:02,945;25,8;25,8;32,3;27,0;25,9;25,9;
00:00:02,958;25,7;25,7;31,8;27,9;25,9;26,0;
00:00:02,970;25,6;25,6;31,8;28,7;25,9;26,6;
00:00:02,983;25,6;25,6;32,0;29,8;25,9;27,3;
00:00:02,995;25,6;25,6;31,9;31,1;25,9;27,1;
00:00:03,007;25,9;25,9;31,9;32,3;25,8;27,5;
00:00:03,020;25,5;25,5;31,8;33,9;26,0;28,7;
00:00:03,032;25,6;25,6;31,8;35,5;26,1;29,1;
00:00:03,045;25,7;25,7;31,8;36,5;26,0;29,5;
00:00:03,057;25,7;25,7;31,8;36,5;26,0;29,5;
00:00:03,070;25,9;25,9;31,9;39,4;25,7;31,5;
00:00:03,082;25,6;25,6;31,9;40,7;25,7;32,7;
00:00:03,095;25,6;25,6;31,9;40,7;25,7;32,7;
00:00:03,107;25,8;25,8;32,2;43,9;25,8;34,1;
00:00:03,120;26,0;26,0;31,9;45,2;26,2;34,5;
00:00:03,132;25,8;25,8;32,2;46,7;25,9;35,8;
00:00:03,145;25,7;25,7;31,9;48,4;26,3;35,7;
00:00:03,157;25,6;25,6;32,0;49,4;25,9;36,9;
00:00:03,170;25,8;25,8;31,9;50,7;25,9;37,6;
00:00:03,182;25,6;25,6;31,9;51,6;25,8;38,6;
00:00:03,195;25,9;25,9;31,9;52,9;25,9;39,5;
00:00:03,207;25,9;25,9;31,9;54,3;25,9;40,1;
00:00:03,220;25,9;25,9;31,9;55,6;25,9;40,6;
00:00:03,232;25,8;25,8;32,0;56,7;26,0;41,3;
00:00:03,245;25,7;25,7;32,0;57,8;26,0;42,4;
00:00:03,257;25,6;25,6;31,9;58,9;25,9;43,4;
00:00:03,270;25,9;25,9;32,1;60,5;25,9;43,8;
00:00:03,282;25,9;25,9;32,1;61,5;26,0;44,6;
00:00:03,295;25,9;25,9;32,0;62,4;26,0;45,3;
00:00:03,307;25,8;25,8;32,0;63,5;25,9;45,8;
00:00:03,319;25,7;25,7;31,9;64,6;26,0;46,4;
00:00:03,332;25,7;25,7;32,0;65,8;25,9;47,0;
00:00:03,344;25,8;25,8;32,1;66,5;26,1;48,2;
00:00:03,357;25,9;25,9;31,9;67,5;26,1;48,8;
00:00:03,369;25,7;25,7;32,0;68,6;25,9;49,1;
00:00:03,382;25,6;25,6;31,8;69,4;25,8;49,7;
00:00:03,394;25,9;25,9;31,9;70,7;25,9;49,9;
00:00:03,407;25,9;25,9;31,9;71,7;25,9;50,9;
00:00:03,419;25,9;25,9;31,9;72,6;25,9;51,9;
00:00:03,432;25,9;25,9;32,0;73,3;25,9;52,2;
00:00:03,444;25,9;25,9;32,0;73,7;26,0;52,5;
00:00:03,457;25,9;25,9;32,0;74,0;26,0;52,8;
00:00:03,469;25,9;25,9;32,0;74,7;25,9;52,9;
00:00:03,482;25,8;25,8;32,0;74,6;25,9;53,0;
00:00:03,494;25,6;25,6;31,9;74,4;25,8;53,1;
00:00:03,507;25,6;25,6;31,8;74,4;25,9;53,0;
00:00:03,519;25,6;25,6;31,9;74,2;26,0;53,3;
00:00:03,532;25,6;25,6;32,0;74,0;26,0;53,6;
00:00:03,544;25,6;25,6;32,3;73,9;26,0;53,9;
00:00:03,557;25,7;25,7;32,1;73,8;25,8;53,3;
00:00:03,569;25,6;25,6;31,9;73,6;25,9;53,7;
00:00:03,582;25,6;25,6;32,0;73,0;25,8;53,0;
00:00:03,594;25,7;25,7;31,6;72,4;25,8;53,1;
00:00:03,607;25,7;25,7;31,9;72,6;25,9;53,1;
00:00:03,619;25,7;25,7;32,0;72,1;25,9;53,1;
00:00:03,632;25,5;25,5;31,8;71,5;25,6;52,7;
00:00:03,644;25,7;25,7;31,9;71,0;25,9;52,8;
00:00:03,656;25,7;25,7;31,9;71,0;25,9;52,8;
00:00:03,669;25,7;25,7;31,9;70,2;26,0;52,6;
00:00:03,681;25,6;25,6;31,9;69,7;25,9;52,4;
00:00:03,694;25,7;25,7;32,0;69,4;25,9;52,3;
00:00:03,706;26,1;26,1;32,0;69,4;26,0;52,2;
00:00:03,719;25,9;25,9;32,0;68,7;26,1;52,1;
00:00:03,731;25,7;25,7;31,9;68,0;26,1;52,0;
00:00:03,744;25,7;25,7;32,0;67,8;26,1;51,5;
00:00:03,756;25,8;25,8;32,0;67,3;26,1;51,5;
00:00:03,769;25,9;25,9;32,0;66,7;26,1;51,5;
00:00:03,781;25,8;25,8;32,0;66,3;25,9;51,2;
00:00:03,794;25,9;25,9;32,1;65,9;26,0;51,0;
00:00:03,806;25,9;25,9;32,1;65,4;26,0;50,8;
00:00:03,819;25,7;25,7;31,8;65,3;26,1;50,6;
00:00:03,831;25,9;25,9;31,9;64,7;26,0;50,4;
00:00:03,844;25,7;25,7;31,8;64,4;26,0;49,9;
00:00:03,856;25,7;25,7;31,9;63,7;25,9;50,1;
00:00:03,869;25,8;25,8;31,9;63,2;25,8;49,6;
00:00:03,881;25,9;25,9;31,9;63,2;26,0;50,1;
00:00:03,894;25,7;25,7;32,0;62,6;26,1;49,9;
00:00:03,906;25,7;25,7;32,0;62,2;25,9;49,6;
00:00:03,919;25,6;25,6;32,0;61,4;26,1;49,3;
00:00:03,931;25,8;25,8;31,8;61,6;26,1;49,3;
00:00:03,944;25,7;25,7;32,3;61,0;25,9;49,1;
00:00:03,956;25,6;25,6;32,0;60,6;25,9;49,1;
00:00:03,969;25,7;25,7;32,2;60,3;26,1;48,8;
00:00:03,981;25,9;25,9;32,0;60,1;26,2;48,6;
00:00:03,993;25,7;25,7;32,2;59,7;25,9;48,5;
00:00:04,006;25,7;25,7;32,2;59,7;25,9;48,5;
00:00:04,018;25,7;25,7;32,0;58,9;25,9;48,0;
00:00:04,031;25,8;25,8;31,9;58,5;26,1;47,8;
00:00:04,043;25,9;25,9;31,9;58,2;26,2;47,8;
00:00:04,056;26,0;26,0;32,1;58,1;26,2;47,7;
00:00:04,068;26,1;26,1;32,3;58,0;26,1;47,6;
00:00:04,081;25,9;25,9;31,8;57,1;26,1;47,4;
00:00:04,093;25,9;25,9;31,9;56,9;26,2;47,5;
00:00:04,106;25,8;25,8;31,9;56,9;26,1;47,1;
00:00:04,118;25,9;25,9;32,2;56,5;26,1;47,2;
00:00:04,131;25,9;25,9;32,2;56,5;26,3;47,1;
00:00:04,143;25,8;25,8;32,2;56,4;26,5;47,0;
00:00:04,156;25,9;25,9;32,0;56,1;26,4;46,9;
00:00:04,168;25,9;25,9;32,0;56,1;26,4;46,9;
00:00:04,181;25,9;25,9;32,0;55,1;26,4;46,2;
00:00:04,193;26,3;26,3;32,2;54,7;26,1;46,1;
00:00:04,206;25,8;25,8;32,0;54,4;26,3;46,0;
00:00:04,218;25,9;25,9;32,1;54,0;26,2;45,8;
00:00:04,231;25,9;25,9;32,2;53,6;26,0;45,5;
00:00:04,243;25,9;25,9;32,2;53,6;26,0;45,5;
00:00:04,256;26,0;26,0;31,9;53,3;25,9;45,4;
00:00:04,268;25,7;25,7;32,0;53,1;26,4;45,4;
00:00:04,281;25,9;25,9;32,0;53,0;26,2;44,7;
00:00:04,293;25,8;25,8;32,0;52,8;26,2;44,8;
00:00:04,306;25,7;25,7;31,9;52,6;26,1;44,9;
00:00:04,318;25,7;25,7;31,9;52,6;26,1;44,9;
00:00:04,330;25,9;25,9;32,0;52,3;26,4;44,7;
00:00:04,343;25,7;25,7;32,0;51,6;26,0;44,9;
00:00:04,355;25,7;25,7;31,9;51,4;26,0;44,9;
00:00:04,368;25,7;25,7;31,8;51,1;26,0;44,7;
00:00:04,380;25,6;25,6;31,7;50,8;25,9;44,4;
00:00:04,393;25,8;25,8;31,9;50,8;26,0;43,9;
00:00:04,405;25,6;25,6;31,8;50,4;26,4;43,7;
00:00:04,418;25,6;25,6;31,9;50,3;25,9;43,9;
00:00:04,430;25,7;25,7;31,9;50,4;26,1;43,5;
00:00:04,443;25,7;25,7;32,0;50,1;26,1;43,6;
00:00:04,455;25,8;25,8;32,0;49,8;26,1;43,5;
00:00:04,468;25,8;25,8;32,0;49,5;26,1;43,3;
00:00:04,480;25,8;25,8;32,0;49,5;26,1;43,3;
00:00:04,493;25,8;25,8;32,0;49,0;25,9;43,1;
00:00:04,505;25,7;25,7;31,9;49,1;26,1;42,8;
00:00:04,518;26,1;26,1;31,9;48,5;25,9;42,7;
00:00:04,530;25,9;25,9;31,8;48,2;26,0;42,5;
00:00:04,543;25,7;25,7;31,6;47,9;26,0;42,3;
00:00:04,555;25,7;25,7;31,6;47,9;26,0;42,3;
00:00:04,568;25,4;25,4;31,7;48,0;26,1;42,3;
00:00:04,580;25,7;25,7;31,9;47,5;25,9;42,0;
00:00:04,593;25,5;25,5;31,7;47,4;26,1;42,0;
00:00:04,605;25,4;25,4;31,8;47,2;26,1;42,0;
00:00:04,618;25,3;25,3;31,8;47,0;26,0;41,9;
00:00:04,630;25,3;25,3;31,8;47,0;26,0;41,9;
00:00:04,643;25,4;25,4;32,2;46,7;25,6;41,1;
00:00:04,655;25,6;25,6;31,5;46,3;25,7;41,7;
00:00:04,667;25,3;25,3;31,7;46,0;25,8;41,4;
00:00:04,680;25,4;25,4;31,5;45,8;25,9;40,8;
00:00:04,692;25,5;25,5;31,6;45,9;25,9;40,7;
00:00:04,705;25,5;25,5;31,6;46,0;25,9;40,5;
00:00:04,717;25,3;25,3;31,6;45,5;25,9;40,7;
00:00:04,730;25,4;25,4;31,8;45,2;25,7;40,8;
00:00:04,742;25,4;25,4;31,5;45,4;25,9;40,5;
00:00:04,755;25,3;25,3;31,5;44,9;25,8;40,3;
00:00:04,767;25,3;25,3;31,4;44,9;25,9;40,3;
00:00:04,780;25,3;25,3;31,3;44,9;25,9;40,3;
00:00:04,792;25,6;25,6;31,4;44,9;25,9;40,5;
00:00:04,805;25,4;25,4;31,6;44,6;25,9;40,3;
00:00:04,817;25,4;25,4;31,4;44,6;25,7;40,0;
00:00:04,830;25,3;25,3;31,4;44,6;26,0;39,8;
00:00:04,842;25,3;25,3;31,5;44,2;26,0;39,8;
00:00:04,855;25,3;25,3;31,5;43,8;25,9;39,8;
00:00:04,867;25,3;25,3;31,5;43,8;25,9;39,8;
00:00:04,880;25,2;25,2;31,6;43,8;25,8;39,8;
00:00:04,892;25,4;25,4;31,4;43,6;25,9;40,1;
00:00:04,905;25,2;25,2;31,5;43,5;25,8;39,5;
00:00:04,917;25,5;25,5;31,5;43,3;25,9;39,3;
00:00:04,930;25,4;25,4;31,6;43,0;26,1;39,2;
00:00:04,942;25,4;25,4;31,6;43,0;26,1;39,2;
00:00:04,955;25,2;25,2;31,5;42,9;25,8;39,2;
00:00:04,967;25,4;25,4;31,5;43,2;25,6;39,1;
00:00:04,979;25,4;25,4;31,6;42,5;26,1;38,9;
00:00:04,992;25,4;25,4;31,6;42,8;26,0;39,3;
00:00:05,004;25,5;25,5;31,5;42,5;26,0;39,2;
00:00:05,017;25,6;25,6;31,4;42,1;25,9;39,1;
00:00:05,029;25,2;25,2;32,0;42,1;25,9;38,6;
00:00:05,042;25,3;25,3;31,6;42,1;25,9;38,8;
00:00:05,054;25,2;25,2;31,4;41,9;25,9;38,6;
00:00:05,067;25,2;25,2;31,5;41,9;25,6;38,6;
00:00:05,079;25,3;25,3;31,6;41,7;25,9;38,4;
00:00:05,092;25,4;25,4;31,6;41,5;26,2;38,2;
00:00:05,104;25,6;25,6;31,5;41,5;25,7;38,4;
00:00:05,117;25,3;25,3;31,6;41,3;26,0;38,2;
00:00:05,129;25,5;25,5;31,5;41,2;25,9;38,0;
00:00:05,142;25,2;25,2;31,6;41,3;25,8;37,8;
00:00:05,154;25,4;25,4;31,5;41,2;26,1;37,5;
00:00:05,167;25,5;25,5;31,5;41,0;25,9;37,9;
00:00:05,179;25,5;25,5;31,5;41,0;25,9;37,9;
00:00:05,192;25,4;25,4;31,5;40,7;25,9;38,1;
00:00:05,204;25,3;25,3;31,5;40,5;25,9;37,7;
