[Connect DataFile][1.1]
Date:;09.12.2025
Time:;14:33:56,533
Unit:;°C
Resolution:;0,0125
Values:;4
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;
00:00:01,550;55,3;55,3;34,3;57,2;
00:00:01,562;55,0;55,0;34,4;57,2;
00:00:01,575;55,1;55,1;34,5;57,3;
00:00:01,587;55,1;55,1;34,4;57,1;
00:00:01,600;55,1;55,1;34,5;57,2;
00:00:01,612;55,1;55,1;34,5;57,2;
00:00:01,625;55,1;55,1;34,4;57,2;
00:00:01,637;55,2;55,2;34,3;57,3;
00:00:01,650;55,1;55,1;34,4;57,1;
00:00:01,662;55,2;55,2;34,5;57,2;
00:00:01,675;55,2;55,2;34,5;57,2;
00:00:01,687;54,9;54,9;34,5;57,1;
00:00:01,700;55,1;55,1;34,6;57,0;
00:00:01,712;55,2;55,2;34,3;57,1;
00:00:01,725;55,3;55,3;34,3;57,1;
00:00:01,737;55,1;55,1;34,6;57,2;
00:00:01,750;55,1;55,1;34,3;57,2;
00:00:01,762;55,1;55,1;34,4;57,1;
00:00:01,775;55,1;55,1;34,4;57,4;
00:00:01,787;55,2;55,2;34,4;57,2;
00:00:01,800;54,9;54,9;34,5;57,2;
00:00:01,812;55,1;55,1;34,5;57,1;
00:00:01,825;55,1;55,1;34,5;57,2;
00:00:01,837;54,9;54,9;34,5;57,2;
00:00:01,850;55,1;55,1;34,5;57,2;
00:00:01,862;55,1;55,1;34,3;57,1;
00:00:01,875;55,4;55,4;34,5;57,2;
00:00:01,887;55,2;55,2;34,5;57,5;
00:00:01,900;55,0;55,0;34,3;57,1;
00:00:01,912;55,0;55,0;34,1;57,1;
00:00:01,925;55,0;55,0;34,5;57,1;
00:00:01,937;55,1;55,1;34,4;57,3;
00:00:01,950;55,0;55,0;34,4;57,2;
00:00:01,962;55,2;55,2;34,5;57,4;
00:00:01,975;55,2;55,2;34,4;57,3;
00:00:01,987;54,9;54,9;34,5;57,2;
00:00:02,000;55,1;55,1;34,4;56,9;
00:00:02,012;55,1;55,1;34,3;57,1;
00:00:02,025;55,1;55,1;34,3;57,1;
00:00:02,037;55,1;55,1;34,4;57,1;
00:00:02,050;54,9;54,9;34,4;57,1;
00:00:02,062;54,8;54,8;34,3;57,0;
00:00:02,075;55,2;55,2;34,5;57,1;
00:00:02,087;55,2;55,2;34,5;57,1;
00:00:02,100;54,9;54,9;34,5;57,3;
00:00:02,112;55,0;55,0;34,3;57,3;
00:00:02,125;55,2;55,2;34,5;57,2;
00:00:02,137;55,5;55,5;34,3;57,4;
00:00:02,150;55,5;55,5;34,3;57,4;
00:00:02,162;55,3;55,3;34,4;57,2;
00:00:02,175;55,0;55,0;34,5;57,3;
00:00:02,187;55,3;55,3;34,4;56,9;
00:00:02,200;55,0;55,0;34,4;57,2;
00:00:02,212;55,0;55,0;34,4;57,2;
00:00:02,225;55,0;55,0;34,5;57,0;
00:00:02,237;55,1;55,1;34,3;57,1;
00:00:02,250;55,1;55,1;34,6;56,9;
00:00:02,262;54,9;54,9;34,4;57,1;
00:00:02,275;54,9;54,9;34,4;57,1;
00:00:02,287;55,0;55,0;34,4;57,1;
00:00:02,300;54,9;54,9;34,3;57,1;
00:00:02,312;55,0;55,0;34,4;57,2;
00:00:02,325;55,0;55,0;34,3;57,0;
00:00:02,337;55,0;55,0;34,3;57,0;
00:00:02,350;55,0;55,0;34,3;57,2;
00:00:02,362;55,3;55,3;34,5;57,2;
00:00:02,375;55,1;55,1;34,7;57,2;
00:00:02,387;55,2;55,2;34,4;57,4;
00:00:02,400;55,3;55,3;34,5;57,4;
00:00:02,412;55,1;55,1;34,5;57,0;
00:00:02,425;55,1;55,1;34,6;57,2;
00:00:02,437;55,2;55,2;34,3;57,2;
00:00:02,450;55,4;55,4;34,4;57,2;
00:00:02,462;55,3;55,3;34,5;57,2;
00:00:02,475;55,1;55,1;34,4;57,2;
00:00:02,487;54,9;54,9;34,7;57,3;
00:00:02,500;55,5;55,5;34,5;57,2;
00:00:02,512;55,1;55,1;34,5;57,4;
00:00:02,525;55,1;55,1;34,6;57,3;
00:00:02,537;55,0;55,0;34,4;57,2;
00:00:02,550;55,0;55,0;34,4;57,0;
