[Connect DataFile][1.1]
Date:;30.06.2025
Time:;15:12:27,681
Unit:;C
Resolution:;0,0125
Values:;6
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;Deformation;Area 15;
00:00:00,000;26,1;26,1;32,2;26,5;26,2;26,5;
00:00:00,012;26,4;26,4;32,2;26,7;26,3;26,7;
00:00:00,025;26,3;26,3;31,9;26,6;26,4;26,6;
00:00:00,037;26,5;26,5;32,1;26,6;26,1;26,5;
00:00:00,050;26,1;26,1;32,0;26,6;26,3;26,6;
00:00:00,062;26,2;26,2;31,9;26,4;26,2;26,4;
00:00:00,075;26,0;26,0;32,3;26,4;26,2;26,4;
00:00:00,087;26,1;26,1;31,9;26,4;26,2;26,4;
00:00:00,100;26,6;26,6;31,9;26,6;26,3;26,6;
00:00:00,112;26,1;26,1;32,0;26,4;26,1;26,4;
00:00:00,125;25,9;25,9;31,9;26,4;26,1;26,4;
00:00:00,137;26,3;26,3;31,9;26,5;26,5;26,4;
00:00:00,150;26,4;26,4;31,9;26,5;26,2;26,5;
00:00:00,162;26,1;26,1;32,2;26,6;26,4;26,6;
00:00:00,175;26,1;26,1;31,9;26,4;26,2;26,4;
00:00:00,187;26,1;26,1;32,1;26,5;26,4;26,5;
00:00:00,200;26,4;26,4;32,0;26,6;26,3;26,6;
00:00:00,212;26,1;26,1;31,9;26,5;26,3;26,5;
00:00:00,225;26,4;26,4;31,9;26,5;26,4;26,5;
00:00:00,237;26,3;26,3;32,0;26,5;26,3;26,4;
00:00:00,250;26,2;26,2;31,9;26,7;26,1;26,5;
00:00:00,262;26,1;26,1;32,0;26,6;26,5;26,6;
00:00:00,275;26,4;26,4;31,9;26,6;26,3;26,6;
00:00:00,287;26,2;26,2;32,0;26,8;26,6;26,8;
00:00:00,300;26,2;26,2;31,9;26,6;26,6;26,6;
00:00:00,312;26,3;26,3;32,0;26,6;26,4;26,6;
00:00:00,325;26,2;26,2;32,0;26,5;26,3;26,5;
00:00:00,337;26,4;26,4;32,0;26,5;26,4;26,5;
00:00:00,350;26,3;26,3;32,0;26,5;26,4;26,5;
00:00:00,362;26,4;26,4;32,0;26,6;26,3;26,5;
00:00:00,375;26,4;26,4;32,0;26,5;26,2;26,5;
00:00:00,387;26,1;26,1;32,0;26,5;26,3;26,5;
00:00:00,400;26,5;26,5;32,2;26,6;26,4;26,5;
00:00:00,412;26,4;26,4;32,3;26,6;26,4;26,6;
00:00:00,425;26,1;26,1;31,9;26,5;26,1;26,4;
00:00:00,437;26,4;26,4;32,1;26,5;26,2;26,4;
00:00:00,450;26,2;26,2;32,0;26,5;26,1;26,5;
00:00:00,462;26,3;26,3;32,3;26,6;26,4;26,5;
00:00:00,475;26,3;26,3;32,0;26,5;26,4;26,5;
00:00:00,487;26,3;26,3;32,2;26,6;26,3;26,6;
00:00:00,500;26,1;26,1;32,0;26,6;26,3;26,6;
00:00:00,512;26,2;26,2;31,9;26,5;26,4;26,4;
00:00:00,525;26,1;26,1;32,0;26,7;26,3;26,7;
00:00:00,537;26,1;26,1;32,0;26,7;26,3;26,7;
00:00:00,550;26,3;26,3;31,9;26,6;26,4;26,6;
00:00:00,562;26,5;26,5;31,9;26,8;26,3;26,8;
00:00:00,575;26,4;26,4;32,2;26,5;26,5;26,5;
00:00:00,587;26,2;26,2;32,1;26,5;26,2;26,5;
00:00:00,600;26,3;26,3;32,0;26,5;26,4;26,5;
00:00:00,612;26,4;26,4;32,0;26,4;26,2;26,4;
00:00:00,625;26,1;26,1;31,9;26,4;26,4;26,4;
00:00:00,637;26,2;26,2;31,9;26,5;26,2;26,5;
00:00:00,650;26,4;26,4;32,1;26,7;26,3;26,7;
00:00:00,662;26,2;26,2;31,9;26,8;26,4;26,8;
00:00:00,675;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:00,687;26,4;26,4;32,0;26,6;26,2;26,6;
00:00:00,700;26,3;26,3;32,2;26,6;26,4;26,6;
00:00:00,712;26,4;26,4;32,0;26,6;26,3;26,6;
00:00:00,725;26,4;26,4;32,2;26,6;26,3;26,6;
00:00:00,737;26,3;26,3;31,9;26,6;26,4;26,6;
00:00:00,750;26,4;26,4;31,9;26,7;26,5;26,7;
00:00:00,762;26,2;26,2;32,1;26,6;26,4;26,6;
00:00:00,775;26,4;26,4;32,3;26,8;26,5;26,8;
00:00:00,787;26,4;26,4;32,0;26,7;26,4;26,7;
00:00:00,800;26,4;26,4;32,2;26,6;26,4;26,6;
00:00:00,812;26,5;26,5;32,2;26,7;26,4;26,7;
00:00:00,825;26,2;26,2;32,0;26,6;26,3;26,6;
00:00:00,837;26,3;26,3;32,3;26,6;26,4;26,6;
00:00:00,850;26,2;26,2;32,3;26,6;26,4;26,6;
00:00:00,862;26,4;26,4;32,1;26,6;26,3;26,6;
00:00:00,875;26,2;26,2;32,0;26,5;26,3;26,5;
00:00:00,887;26,1;26,1;32,2;26,6;26,4;26,6;
00:00:00,900;26,1;26,1;32,0;26,6;26,4;26,6;
00:00:00,912;26,2;26,2;32,0;26,4;26,4;26,4;
00:00:00,925;26,4;26,4;32,2;26,5;26,2;26,5;
00:00:00,937;26,3;26,3;32,1;26,6;26,6;26,6;
00:00:00,950;26,6;26,6;32,0;26,6;26,4;26,6;
00:00:00,962;26,2;26,2;32,0;26,5;26,1;26,5;
00:00:00,975;26,2;26,2;32,0;26,6;26,3;26,5;
00:00:00,987;26,4;26,4;31,9;26,6;26,1;26,6;
00:00:01,000;26,2;26,2;32,0;26,5;26,2;26,5;
00:00:01,012;26,2;26,2;32,0;26,5;26,2;26,5;
00:00:01,025;26,4;26,4;31,9;26,6;26,4;26,5;
00:00:01,037;26,3;26,3;32,1;26,6;26,2;26,6;
00:00:01,050;26,4;26,4;32,0;26,6;26,3;26,6;
00:00:01,062;26,4;26,4;31,9;26,5;26,4;26,5;
00:00:01,075;26,4;26,4;31,9;26,5;26,4;26,5;
00:00:01,087;26,2;26,2;32,1;26,5;26,4;26,5;
00:00:01,100;26,2;26,2;32,0;26,4;26,1;26,4;
00:00:01,112;26,3;26,3;32,0;26,4;26,1;26,3;
00:00:01,125;26,3;26,3;32,0;26,4;26,0;26,4;
00:00:01,137;26,3;26,3;32,0;26,4;26,0;26,4;
00:00:01,150;26,3;26,3;31,9;26,8;26,4;26,6;
00:00:01,162;26,4;26,4;32,1;26,5;26,4;26,5;
00:00:01,175;26,4;26,4;32,0;26,6;26,6;26,6;
00:00:01,187;26,4;26,4;32,2;26,6;26,3;26,6;
00:00:01,200;26,4;26,4;32,3;26,6;26,3;26,6;
00:00:01,212;26,1;26,1;32,3;26,4;26,3;26,4;
00:00:01,225;26,3;26,3;32,0;26,6;26,1;26,6;
00:00:01,237;26,3;26,3;32,0;26,8;26,5;26,8;
00:00:01,250;26,3;26,3;32,0;26,4;26,2;26,4;
00:00:01,262;26,4;26,4;32,2;26,5;26,4;26,5;
00:00:01,275;26,3;26,3;31,9;26,6;26,6;26,5;
00:00:01,287;26,4;26,4;31,9;26,6;26,3;26,6;
00:00:01,300;26,2;26,2;32,0;26,5;26,2;26,5;
00:00:01,312;26,3;26,3;31,9;26,6;26,2;26,6;
00:00:01,325;26,4;26,4;31,9;26,7;26,4;26,7;
00:00:01,337;26,2;26,2;31,9;26,5;26,1;26,5;
00:00:01,350;26,4;26,4;31,9;26,6;26,4;26,6;
00:00:01,362;26,4;26,4;32,0;26,5;26,4;26,5;
00:00:01,375;26,3;26,3;32,0;26,6;26,4;26,6;
00:00:01,387;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:01,400;26,4;26,4;32,3;26,6;26,2;26,6;
00:00:01,412;26,2;26,2;32,3;26,6;26,4;26,5;
00:00:01,425;26,7;26,7;32,0;26,7;26,3;26,7;
00:00:01,437;26,4;26,4;32,2;26,7;26,6;26,7;
00:00:01,450;26,4;26,4;32,4;26,7;26,4;26,7;
00:00:01,462;26,3;26,3;32,1;26,7;26,4;26,6;
00:00:01,475;26,4;26,4;32,1;26,6;26,5;26,6;
00:00:01,487;26,4;26,4;32,3;26,7;26,4;26,7;
00:00:01,500;26,4;26,4;32,2;26,7;26,4;26,7;
00:00:01,512;26,4;26,4;32,3;26,6;26,3;26,6;
00:00:01,525;26,6;26,6;32,0;26,6;26,4;26,6;
00:00:01,537;26,3;26,3;32,4;26,8;26,2;26,8;
00:00:01,550;26,4;26,4;32,5;26,8;26,4;26,8;
00:00:01,562;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:01,575;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:01,587;26,4;26,4;32,5;26,6;26,3;26,6;
00:00:01,600;26,2;26,2;32,1;26,8;26,5;26,8;
00:00:01,612;26,4;26,4;32,3;26,6;26,3;26,6;
00:00:01,625;26,3;26,3;31,9;26,6;26,5;26,6;
00:00:01,637;26,5;26,5;32,3;26,6;26,4;26,6;
00:00:01,650;26,3;26,3;31,9;26,5;26,3;26,5;
00:00:01,662;26,3;26,3;32,1;26,6;26,6;26,6;
00:00:01,675;26,4;26,4;32,2;26,6;26,5;26,6;
00:00:01,687;26,4;26,4;32,0;26,6;26,3;26,6;
00:00:01,700;26,2;26,2;32,0;26,4;26,2;26,4;
00:00:01,712;26,2;26,2;31,9;26,6;26,3;26,6;
00:00:01,725;26,4;26,4;32,0;26,7;26,3;26,7;
00:00:01,737;26,3;26,3;32,2;26,6;26,5;26,6;
00:00:01,750;26,4;26,4;32,3;26,6;26,2;26,6;
00:00:01,762;26,4;26,4;32,0;26,6;26,2;26,6;
00:00:01,775;26,3;26,3;32,0;26,6;26,4;26,5;
00:00:01,787;26,3;26,3;32,1;26,7;26,4;26,7;
00:00:01,800;26,3;26,3;31,9;26,8;26,4;26,8;
00:00:01,812;26,3;26,3;32,0;26,6;26,4;26,6;
00:00:01,825;26,2;26,2;32,4;26,6;26,4;26,6;
00:00:01,837;26,3;26,3;32,1;26,6;26,4;26,6;
00:00:01,850;26,3;26,3;32,2;26,6;26,4;26,6;
00:00:01,862;26,4;26,4;32,3;26,9;26,9;26,7;
00:00:01,875;26,4;26,4;32,1;26,7;26,4;26,7;
00:00:01,887;26,7;26,7;32,1;26,7;26,4;26,7;
00:00:01,900;26,3;26,3;32,1;26,5;26,5;26,5;
00:00:01,912;26,5;26,5;32,0;26,5;26,4;26,5;
00:00:01,925;26,4;26,4;32,3;26,6;26,4;26,6;
00:00:01,937;26,5;26,5;32,0;26,6;26,6;26,6;
00:00:01,950;26,4;26,4;32,5;26,6;26,4;26,6;
00:00:01,962;26,4;26,4;32,0;26,7;26,7;26,7;
00:00:01,975;26,5;26,5;32,2;26,8;26,6;26,8;
00:00:01,987;26,6;26,6;32,2;26,9;26,6;26,9;
00:00:02,000;26,5;26,5;32,3;26,7;26,6;26,7;
00:00:02,012;26,5;26,5;32,3;26,7;26,7;26,6;
00:00:02,025;26,5;26,5;32,3;26,7;26,7;26,6;
00:00:02,037;26,4;26,4;32,0;26,8;26,4;26,8;
00:00:02,050;26,4;26,4;32,0;26,8;26,5;26,8;
00:00:02,062;26,5;26,5;32,0;26,7;26,6;26,7;
00:00:02,075;26,2;26,2;32,0;26,6;26,5;26,6;
00:00:02,087;26,2;26,2;32,0;26,6;26,5;26,6;
00:00:02,100;26,4;26,4;32,3;26,6;26,5;26,6;
00:00:02,112;26,4;26,4;32,1;26,9;26,4;26,9;
00:00:02,125;26,3;26,3;32,1;26,7;26,6;26,7;
00:00:02,137;26,3;26,3;32,2;26,6;26,2;26,6;
00:00:02,150;26,3;26,3;32,2;26,6;26,2;26,6;
00:00:02,162;26,4;26,4;32,3;26,6;26,5;26,6;
00:00:02,175;26,4;26,4;32,2;26,9;26,6;26,6;
00:00:02,187;26,4;26,4;32,3;26,8;26,4;26,8;
00:00:02,200;26,6;26,6;32,3;26,9;26,8;26,7;
00:00:02,212;26,6;26,6;32,3;26,9;26,8;26,7;
00:00:02,225;26,7;26,7;32,5;26,9;26,4;26,9;
00:00:02,237;26,8;26,8;32,3;26,8;26,6;26,8;
00:00:02,250;26,5;26,5;32,5;26,7;26,6;26,7;
00:00:02,262;26,6;26,6;32,2;27,0;26,8;27,0;
00:00:02,275;26,6;26,6;32,2;27,0;26,8;27,0;
00:00:02,287;26,7;26,7;32,3;26,9;26,5;26,9;
00:00:02,300;26,5;26,5;32,3;26,9;26,4;26,9;
00:00:02,312;26,7;26,7;32,5;26,9;26,6;26,7;
00:00:02,325;26,6;26,6;32,2;26,9;26,6;26,9;
00:00:02,337;26,6;26,6;32,2;26,9;26,6;26,9;
00:00:02,350;26,7;26,7;32,3;26,9;26,6;26,9;
00:00:02,362;26,6;26,6;32,5;26,9;26,6;26,9;
00:00:02,375;26,7;26,7;32,2;26,8;26,6;26,8;
00:00:02,387;26,8;26,8;32,3;26,9;26,6;26,9;
00:00:02,400;26,5;26,5;32,5;26,9;26,6;26,9;
00:00:02,412;26,7;26,7;32,4;27,1;26,7;27,1;
00:00:02,425;26,7;26,7;32,3;26,8;26,6;26,8;
00:00:02,437;26,6;26,6;32,3;26,9;26,6;26,9;
00:00:02,450;26,4;26,4;32,2;26,9;26,5;26,9;
00:00:02,462;26,4;26,4;32,2;26,7;26,4;26,7;
00:00:02,475;26,6;26,6;32,0;26,7;26,5;26,7;
00:00:02,487;26,4;26,4;32,2;26,7;26,4;26,7;
00:00:02,500;26,4;26,4;32,2;26,7;26,5;26,7;
00:00:02,512;26,5;26,5;32,2;26,9;26,6;26,7;
00:00:02,525;26,5;26,5;32,1;26,9;26,4;26,9;
00:00:02,537;26,4;26,4;32,3;26,8;26,6;26,8;
00:00:02,550;26,4;26,4;32,4;26,6;26,3;26,6;
00:00:02,562;26,4;26,4;32,2;26,6;26,5;26,6;
00:00:02,575;26,6;26,6;32,3;26,8;26,4;26,8;
00:00:02,587;26,4;26,4;32,2;26,6;26,4;26,6;
00:00:02,600;26,4;26,4;32,3;26,6;26,4;26,6;
00:00:02,612;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:02,625;26,4;26,4;32,3;26,5;26,3;26,5;
00:00:02,637;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:02,650;26,4;26,4;32,1;26,5;26,3;26,5;
00:00:02,662;26,4;26,4;32,3;26,6;26,4;26,6;
00:00:02,675;26,2;26,2;32,1;26,5;26,4;26,5;
00:00:02,687;26,5;26,5;32,1;26,6;26,3;26,6;
00:00:02,700;26,4;26,4;32,2;26,6;26,5;26,6;
00:00:02,712;26,5;26,5;32,0;26,7;26,7;26,6;
00:00:02,725;26,4;26,4;32,3;26,6;26,4;26,6;
00:00:02,737;26,4;26,4;31,9;26,8;26,3;26,5;
00:00:02,750;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:02,762;26,3;26,3;32,1;26,5;26,4;26,5;
00:00:02,775;26,4;26,4;32,2;26,7;26,5;26,7;
00:00:02,787;26,6;26,6;32,3;26,9;26,6;26,9;
00:00:02,800;26,5;26,5;32,0;26,6;26,5;26,6;
00:00:02,812;26,3;26,3;32,2;26,7;26,4;26,6;
00:00:02,825;26,3;26,3;32,1;26,6;26,4;26,6;
00:00:02,837;26,4;26,4;32,0;26,8;26,6;26,8;
00:00:02,850;26,5;26,5;32,0;26,9;26,4;26,9;
00:00:02,862;26,3;26,3;32,0;26,8;26,4;26,8;
00:00:02,875;26,3;26,3;32,0;26,6;26,3;26,6;
00:00:02,887;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:02,900;26,4;26,4;32,2;26,6;26,2;26,6;
00:00:02,912;26,3;26,3;32,1;26,8;26,1;26,8;
00:00:02,925;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:02,937;26,1;26,1;32,0;26,6;26,4;26,6;
00:00:02,950;26,4;26,4;32,2;26,5;26,4;26,5;
00:00:02,962;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:02,975;26,2;26,2;32,3;26,6;26,4;26,6;
00:00:02,987;26,2;26,2;32,1;26,4;26,4;26,4;
00:00:03,000;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:03,012;26,2;26,2;32,0;26,8;26,4;26,8;
00:00:03,025;26,1;26,1;32,0;26,5;26,4;26,5;
00:00:03,037;26,2;26,2;32,3;26,5;26,3;26,5;
00:00:03,050;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:03,062;26,2;26,2;32,1;26,4;26,4;26,4;
00:00:03,075;26,5;26,5;32,0;26,6;26,4;26,6;
00:00:03,087;26,3;26,3;32,3;26,7;26,6;26,6;
00:00:03,100;26,6;26,6;32,3;26,9;26,6;26,6;
00:00:03,112;26,4;26,4;32,0;26,7;26,5;26,7;
00:00:03,125;26,4;26,4;32,2;26,9;26,4;26,9;
00:00:03,137;26,5;26,5;32,1;26,6;26,4;26,6;
00:00:03,150;26,3;26,3;32,2;26,6;26,5;26,6;
00:00:03,162;26,3;26,3;32,1;26,8;26,4;26,8;
00:00:03,175;26,3;26,3;32,2;26,7;26,6;26,7;
00:00:03,187;26,2;26,2;32,0;26,4;26,3;26,4;
00:00:03,200;26,4;26,4;32,0;26,7;26,3;26,7;
00:00:03,212;26,4;26,4;32,2;26,6;26,4;26,6;
00:00:03,225;26,4;26,4;32,2;26,6;26,5;26,6;
00:00:03,237;26,5;26,5;32,1;26,6;26,4;26,6;
00:00:03,250;26,3;26,3;32,1;26,6;26,3;26,6;
00:00:03,262;26,7;26,7;32,0;26,7;26,4;26,7;
00:00:03,275;26,3;26,3;32,1;26,7;26,4;26,7;
00:00:03,287;26,3;26,3;32,0;26,6;26,4;26,6;
00:00:03,300;26,3;26,3;32,0;26,6;26,2;26,6;
00:00:03,312;26,4;26,4;32,2;26,6;26,4;26,6;
00:00:03,325;26,4;26,4;32,5;26,6;26,5;26,6;
00:00:03,337;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:03,350;26,4;26,4;32,3;26,6;26,4;26,6;
00:00:03,362;26,3;26,3;32,3;26,6;26,4;26,6;
00:00:03,375;26,5;26,5;32,4;26,6;26,6;26,6;
00:00:03,387;26,4;26,4;32,1;26,8;26,6;26,8;
00:00:03,400;26,3;26,3;32,1;26,6;26,6;26,6;
00:00:03,412;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:03,425;26,3;26,3;31,9;26,5;26,1;26,5;
00:00:03,437;26,4;26,4;32,1;26,7;26,3;26,7;
00:00:03,450;26,4;26,4;32,0;26,5;26,4;26,5;
00:00:03,462;26,4;26,4;32,0;26,8;26,4;26,8;
00:00:03,475;26,5;26,5;32,1;26,8;26,4;26,7;
00:00:03,487;26,4;26,4;32,0;26,7;26,5;26,6;
00:00:03,500;26,4;26,4;31,9;26,6;26,2;26,6;
00:00:03,512;26,1;26,1;32,0;26,6;26,5;26,6;
00:00:03,525;26,4;26,4;31,9;26,6;26,3;26,5;
00:00:03,537;26,6;26,6;32,6;26,7;26,4;26,7;
00:00:03,550;26,4;26,4;32,0;26,6;26,4;26,6;
00:00:03,562;26,4;26,4;32,0;26,7;26,3;26,6;
00:00:03,575;26,4;26,4;32,3;26,8;26,4;26,8;
00:00:03,587;26,3;26,3;32,1;26,6;26,4;26,5;
00:00:03,600;26,4;26,4;32,2;26,6;26,3;26,6;
00:00:03,612;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:03,625;26,5;26,5;32,1;26,6;26,4;26,6;
00:00:03,637;26,4;26,4;32,0;26,7;26,4;26,7;
00:00:03,650;26,3;26,3;32,3;26,7;26,5;26,7;
00:00:03,662;26,4;26,4;32,1;26,6;26,5;26,6;
00:00:03,675;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:03,687;26,5;26,5;32,2;26,6;26,4;26,6;
00:00:03,700;26,5;26,5;32,3;26,8;26,8;26,6;
00:00:03,712;26,4;26,4;32,2;26,6;26,4;26,6;
00:00:03,725;26,6;26,6;32,4;26,6;26,4;26,6;
00:00:03,737;26,3;26,3;32,1;26,6;26,4;26,6;
00:00:03,750;26,5;26,5;32,4;26,7;26,4;26,6;
00:00:03,762;26,3;26,3;32,2;26,7;26,4;26,7;
00:00:03,775;26,4;26,4;32,0;26,7;26,4;26,7;
00:00:03,787;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:03,800;26,3;26,3;32,2;26,8;26,5;26,6;
00:00:03,812;26,6;26,6;32,0;26,7;26,4;26,7;
00:00:03,825;26,4;26,4;32,0;26,8;26,6;26,8;
00:00:03,837;26,3;26,3;32,0;26,6;26,4;26,6;
00:00:03,850;26,3;26,3;32,0;26,6;26,6;26,6;
00:00:03,862;26,4;26,4;32,0;26,7;26,4;26,7;
00:00:03,875;26,4;26,4;32,0;26,6;26,5;26,5;
00:00:03,887;26,3;26,3;32,0;26,7;26,7;26,6;
00:00:03,900;26,1;26,1;32,0;26,6;26,3;26,6;
00:00:03,912;26,4;26,4;31,9;26,6;26,4;26,6;
00:00:03,925;26,2;26,2;32,0;26,6;26,3;26,6;
00:00:03,937;26,5;26,5;32,2;26,6;26,6;26,6;
00:00:03,950;26,5;26,5;32,0;26,9;26,5;26,9;
00:00:03,962;26,3;26,3;32,0;26,6;26,6;26,6;
00:00:03,975;26,4;26,4;32,2;26,6;26,4;26,6;
00:00:03,987;26,4;26,4;32,1;26,8;26,5;26,8;
00:00:04,000;26,4;26,4;32,3;26,6;26,3;26,6;
00:00:04,012;26,4;26,4;32,3;26,7;26,4;26,7;
00:00:04,025;26,2;26,2;32,2;26,6;26,5;26,6;
00:00:04,037;26,2;26,2;32,2;26,8;26,3;26,8;
00:00:04,050;26,2;26,2;32,2;26,8;26,3;26,8;
00:00:04,062;26,5;26,5;32,1;26,7;26,3;26,7;
00:00:04,075;26,2;26,2;32,0;26,6;26,4;26,6;
00:00:04,087;26,4;26,4;32,1;26,7;26,3;26,7;
00:00:04,100;26,3;26,3;32,0;26,5;26,4;26,5;
00:00:04,112;26,3;26,3;32,0;26,5;26,4;26,5;
00:00:04,125;26,4;26,4;32,0;26,6;26,6;26,5;
00:00:04,137;26,4;26,4;31,9;26,6;26,4;26,6;
00:00:04,150;26,4;26,4;32,1;26,5;26,3;26,5;
00:00:04,162;26,3;26,3;32,0;26,6;26,4;26,6;
00:00:04,175;26,3;26,3;32,0;26,6;26,4;26,6;
00:00:04,187;26,6;26,6;32,2;26,6;26,5;26,6;
00:00:04,200;26,4;26,4;32,1;26,7;26,7;26,7;
00:00:04,212;26,4;26,4;32,0;26,6;26,3;26,6;
00:00:04,225;26,2;26,2;32,1;26,7;26,4;26,7;
00:00:04,237;26,2;26,2;32,1;26,7;26,4;26,7;
00:00:04,250;26,4;26,4;32,0;26,7;26,4;26,6;
00:00:04,262;26,5;26,5;32,2;26,7;26,4;26,7;
00:00:04,275;26,4;26,4;32,1;26,6;26,4;26,6;
00:00:04,287;26,1;26,1;32,2;26,7;26,6;26,7;
00:00:04,300;26,1;26,1;32,2;26,7;26,6;26,7;
00:00:04,312;26,2;26,2;32,0;26,5;26,2;26,5;
00:00:04,325;26,6;26,6;32,2;26,6;26,4;26,6;
00:00:04,337;26,1;26,1;32,1;26,5;26,2;26,5;
00:00:04,350;26,3;26,3;31,9;26,7;26,2;26,7;
00:00:04,362;26,3;26,3;31,9;26,7;26,2;26,7;
00:00:04,375;26,3;26,3;32,0;26,6;26,2;26,6;
00:00:04,387;26,0;26,0;32,1;26,4;26,4;26,4;
00:00:04,400;26,3;26,3;31,9;26,4;26,1;26,4;
00:00:04,412;26,1;26,1;32,0;26,6;26,1;26,6;
00:00:04,425;26,1;26,1;32,0;26,6;26,1;26,6;
00:00:04,437;26,1;26,1;32,0;26,6;26,2;26,6;
00:00:04,450;26,4;26,4;32,0;26,6;26,2;26,4;
00:00:04,462;26,3;26,3;32,0;26,6;26,1;26,6;
00:00:04,475;26,1;26,1;31,9;26,5;26,1;26,5;
00:00:04,487;26,1;26,1;31,9;26,5;26,1;26,5;
00:00:04,500;26,2;26,2;31,9;26,4;26,2;26,4;
00:00:04,512;26,2;26,2;31,9;26,6;26,4;26,6;
00:00:04,525;26,2;26,2;32,0;26,6;26,4;26,6;
00:00:04,537;26,6;26,6;32,0;26,6;26,6;26,6;
00:00:04,550;26,6;26,6;32,0;26,6;26,6;26,6;
00:00:04,562;26,1;26,1;31,9;26,5;26,4;26,5;
00:00:04,575;26,3;26,3;31,9;26,4;26,2;26,4;
00:00:04,587;26,1;26,1;32,0;26,4;26,2;26,4;
00:00:04,600;26,0;26,0;31,7;26,2;25,9;26,2;
00:00:04,612;26,0;26,0;31,7;26,2;25,9;26,2;
00:00:04,625;26,1;26,1;31,9;26,4;26,0;26,2;
00:00:04,637;25,9;25,9;31,9;26,1;25,9;26,1;
00:00:04,650;26,0;26,0;31,7;26,3;26,0;26,3;
00:00:04,662;26,1;26,1;31,9;26,1;26,1;26,1;
00:00:04,675;26,1;26,1;31,9;26,1;26,1;26,1;
00:00:04,687;25,9;25,9;31,6;26,1;25,9;26,1;
00:00:04,700;25,9;25,9;31,6;26,4;25,9;26,4;
00:00:04,712;25,8;25,8;31,6;26,1;25,6;26,1;
00:00:04,725;25,8;25,8;31,5;26,0;26,0;26,0;
00:00:04,737;25,8;25,8;31,5;26,0;26,0;26,0;
00:00:04,750;25,8;25,8;31,9;26,1;25,8;26,1;
00:00:04,762;25,7;25,7;31,8;26,3;25,7;26,3;
00:00:04,775;25,9;25,9;31,9;26,1;26,0;26,1;
00:00:04,787;26,2;26,2;31,5;26,2;25,7;26,2;
00:00:04,800;25,8;25,8;31,5;26,1;25,9;26,0;
00:00:04,812;25,9;25,9;31,6;26,3;25,9;26,3;
00:00:04,825;25,9;25,9;31,6;26,1;25,8;26,1;
00:00:04,837;25,9;25,9;31,7;26,1;25,8;26,1;
00:00:04,850;25,9;25,9;31,5;26,1;25,9;26,1;
00:00:04,862;25,8;25,8;31,7;26,1;25,9;26,1;
00:00:04,875;25,7;25,7;31,6;26,2;26,1;26,1;
00:00:04,887;25,6;25,6;31,5;26,1;25,9;26,1;
00:00:04,900;25,8;25,8;31,6;26,0;25,9;26,0;
00:00:04,912;25,9;25,9;31,6;26,1;25,8;26,1;
00:00:04,925;25,9;25,9;31,6;26,3;25,7;26,3;
00:00:04,937;25,9;25,9;31,5;26,1;25,9;26,1;
00:00:04,950;25,7;25,7;31,5;26,0;25,9;26,0;
00:00:04,962;25,6;25,6;31,7;26,1;26,1;26,1;
00:00:04,975;25,6;25,6;31,6;25,9;25,9;25,9;
00:00:04,987;26,1;26,1;31,6;26,1;25,9;26,1;
00:00:05,000;25,6;25,6;31,7;26,1;25,9;26,1;
00:00:05,012;25,8;25,8;31,6;26,1;25,9;26,1;
00:00:05,025;26,1;26,1;31,6;26,1;26,0;26,1;
00:00:05,037;26,0;26,0;31,7;26,2;25,9;26,1;
00:00:05,050;25,9;25,9;31,7;26,2;26,0;26,1;
00:00:05,062;25,9;25,9;32,0;26,2;26,2;26,2;
00:00:05,075;26,0;26,0;31,9;26,1;25,9;26,1;
00:00:05,087;25,8;25,8;31,6;26,1;25,9;26,1;
00:00:05,100;25,7;25,7;31,7;26,1;25,8;26,1;
00:00:05,112;26,0;26,0;31,5;26,1;25,9;26,1;
00:00:05,125;25,8;25,8;31,6;26,2;25,9;26,2;
00:00:05,137;25,9;25,9;31,6;26,1;25,7;26,1;
00:00:05,150;26,0;26,0;31,6;26,2;25,9;26,2;
00:00:05,162;25,7;25,7;31,9;26,1;25,9;26,1;
00:00:05,175;25,8;25,8;31,8;26,1;25,7;26,1;
00:00:05,187;25,9;25,9;31,5;26,0;25,8;25,9;
00:00:05,200;25,8;25,8;31,5;26,4;25,9;26,4;
00:00:05,212;25,8;25,8;31,8;26,1;26,0;26,0;
00:00:05,225;25,6;25,6;31,6;26,1;25,8;26,1;
00:00:05,237;25,8;25,8;31,5;26,1;25,9;26,1;
00:00:05,250;26,0;26,0;31,5;26,1;25,8;26,1;
